,Fuel type,body type,transmission,owner,Brand,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Seats,Color,City,price_clean,price_lakh
47,Diesel,SUV,Manual,2,Mahindra,Mahindra Scorpio,2010,6.5,Third Party insurance,120000,12.05,7.0,Gray,Bangalore,6.50 Lakh,6.5
48,Petrol,Hatchback,Automatic,1,Mini,Mini 3 DOOR,2016,36.75,Comprehensive,40000,17.33,4.0,White,Bangalore,36.75 Lakh,36.75
49,Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2019,6.1,Comprehensive,60932,23.84,5.0,Red,Bangalore,6.10 Lakh,6.1
50,Petrol,SUV,Automatic,2,Kia,Kia Seltos,2020,16.75,Comprehensive,33539,16.5,5.0,White,Bangalore,16.75 Lakh,16.75
51,Petrol,Hatchback,Manual,2,Tata,Tata Tiago,2018,5.3,Comprehensive,66837,23.84,5.0,Brown,Bangalore,5.30 Lakh,5.3
52,Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2022,79.9,Third Party,400,19.24556842105263,5.0,White,Bangalore,79.90 Lakh,79.9
53,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto,2008,2.5,Third Party insurance,60000,19.7,5.0,Others,Bangalore,2.50 Lakh,2.5
54,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2019,7.15,Third Party insurance,44285,18.6,5.0,Grey,Bangalore,7.15 Lakh,7.15
55,Diesel,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz GL-Class,2014,35.0,Third Party insurance,100000,11.3,7.0,Others,Bangalore,35 Lakh,35.0
56,Diesel,SUV,Automatic,1,Tata,Tata New Safari,2021,22.5,Comprehensive,25000,14.08,6.0,White,Bangalore,22.50 Lakh,22.5
57,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,6.25,Comprehensive,36735,18.9,5.0,Blue,Bangalore,6.25 Lakh,6.25
58,Diesel,SUV,Automatic,1,Audi,Audi Q7,2015,26.95,Comprehensive,79000,12.07,7.0,White,Bangalore,26.95 Lakh,26.95
59,Diesel,SUV,Manual,2,Mahindra,Mahindra Scorpio,2010,6.5,Third Party insurance,120000,12.05,8.0,Gray,Bangalore,6.50 Lakh,6.5
60,Petrol,Hatchback,Automatic,1,Renault,Renault KWID,2022,5.5,Third Party insurance,10000,22.0,5.0,Others,Bangalore,5.50 Lakh,5.5
61,Diesel,SUV,Manual,1,Tata,Tata Nexon,2018,8.25,Comprehensive,53645,21.5,5.0,White,Bangalore,8.25 Lakh,8.25
62,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Getz,2006,2.2,Third Party insurance,100000,15.3,5.0,Others,Bangalore,2.20 Lakh,2.2
63,Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2014,4.28,Comprehensive,53982,26.68,5.0,Others,Bangalore,4.28 Lakh,4.28
64,Diesel,Sedan,Manual,1,Skoda,Skoda Rapid,2014,6.95,Third Party insurance,110000,21.14,5.0,Black,Bangalore,6.95 Lakh,6.95
65,Petrol,SUV,Manual,2,Ford,Ford Ecosport,2019,9.3,Third Party insurance,37741,15.9,5.0,White,Bangalore,9.30 Lakh,9.3
66,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2021,4.55,Comprehensive,17367,22.05,5.0,Silver,Bangalore,4.55 Lakh,4.55
67,Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2017,11.95,Comprehensive,94000,19.67,5.0,Grey,Bangalore,11.95 Lakh,11.95
68,Diesel,SUV,Automatic,1,Tata,Tata Harrier,2021,21.75,Comprehensive,33700,14.6,5.0,Grey,Bangalore,21.75 Lakh,21.75
69,Petrol,Hatchback,Manual,3,Maruti,Maruti Swift,2014,4.42,Comprehensive,54601,22.38,5.0,White,Bangalore,4.42 Lakh,4.42
70,Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2018,6.9,Third Party insurance,110000,28.4,5.0,Others,Bangalore,6.90 Lakh,6.9
71,Petrol,Hatchback,Manual,2,Maruti,Maruti Celerio,2017,5.0,Third Party,64000,23.1,5.0,Red,Bangalore,5 Lakh,5.0
72,Diesel,Sedan,Automatic,1,BMW,BMW 3 Series GT,2016,33.95,Comprehensive,40525,21.76,5.0,White,Bangalore,33.95 Lakh,33.95
73,Diesel,Sedan,Manual,1,Maruti,Maruti Ciaz,2015,6.5,Third Party insurance,100000,26.21,5.0,White,Bangalore,6.50 Lakh,6.5
74,Petrol,Hatchback,Automatic,2,Honda,Honda Jazz,2016,5.37,Comprehensive,44154,19.0,5.0,White,Bangalore,5.37 Lakh,5.37
75,Diesel,MUV,Manual,1,Renault,Renault Lodgy,2016,7.5,Third Party insurance,70000,19.98,7.0,White,Bangalore,7.50 Lakh,7.5
76,Petrol,Sedan,Automatic,1,Skoda,Skoda Octavia,2018,17.9,Comprehensive,79000,15.1,5.0,White,Bangalore,17.90 Lakh,17.9
77,Petrol,Hatchback,Manual,2,Tata,Tata Tiago,2017,4.68,Third Party insurance,68039,23.84,5.0,Orange,Bangalore,4.68 Lakh,4.68
78,Petrol,Hatchback,Manual,2,Maruti,Maruti Ritz,2014,4.2,Third Party insurance,60000,18.5,5.0,Silver,Bangalore,4.20 Lakh,4.2
79,Petrol,Hatchback,Manual,2,Maruti,Maruti Ritz,2014,4.2,Third Party insurance,60000,18.5,5.0,Silver,Bangalore,4.20 Lakh,4.2
80,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2021,9.2,Third Party insurance,10000,20.0,5.0,Others,Bangalore,9.20 Lakh,9.2
81,Petrol,Sedan,Manual,1,Honda,Honda City,2013,5.33,Third Party,49873,16.8,5.0,Yellow,Bangalore,5.33 Lakh,5.33
82,Petrol,Hatchback,Automatic,3,Volkswagen,Volkswagen Polo,2013,8.5,Third Party insurance,90000,17.2,5.0,Others,Bangalore,8.50 Lakh,8.5
83,Diesel,Sedan,Manual,2,Skoda,Skoda Rapid,2017,7.51,Third Party insurance,48960,21.13,5.0,Silver,Bangalore,7.51 Lakh,7.51
84,Diesel,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2014,3.88,Third Party insurance,70000,24.0,5.0,Others,Bangalore,3.88 Lakh,3.88
85,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2013,4.9,Comprehensive,68000,18.5,5.0,Silver,Bangalore,4.90 Lakh,4.9
86,Diesel,SUV,Manual,1,Mahindra,Mahindra KUV 100,2016,4.94,Third Party,23017,25.32,6.0,Orange,Bangalore,4.94 Lakh,4.94
87,Diesel,Hatchback,Manual,2,Hyundai,Hyundai i20,2013,5.25,Comprehensive,83000,21.27,5.0,Brown,Bangalore,5.25 Lakh,5.25
88,Diesel,SUV,Automatic,2,BMW,BMW X3,2016,28.9,Comprehensive,92000,16.55,5.0,White,Bangalore,28.90 Lakh,28.9
89,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2018,5.5,Comprehensive,62139,20.51,5.0,Red,Bangalore,5.50 Lakh,5.5
90,Lpg,Hatchback,Manual,1,Hyundai,Hyundai i10,2013,3.65,Comprehensive,74000,19.2,5.0,Grey,Bangalore,3.65 Lakh,3.65
91,Petrol,Hatchback,Automatic,2,Renault,Renault KWID,2016,4.2,Comprehensive,26500,24.04,5.0,Red,Bangalore,4.20 Lakh,4.2
92,Diesel,Sedan,Automatic,1,Volvo,Volvo S60,2017,18.95,Comprehensive,81716,27.03,5.0,Silver,Bangalore,18.95 Lakh,18.95
93,Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2018,59.9,Comprehensive,24000,17.0,5.0,White,Bangalore,59.90 Lakh,59.9
94,Petrol,SUV,Automatic,1,Mahindra,Mahindra XUV300,2022,10.5,Third Party insurance,10000,17.0,5.0,White,Bangalore,10.50 Lakh,10.5
95,Petrol,SUV,Automatic,1,MG,MG Hector Plus,2021,20.75,Comprehensive,18000,16.56,6.0,Black,Bangalore,20.75 Lakh,20.75
96,Petrol,Hatchback,Manual,1,Honda,Honda Brio,2013,3.94,Third Party,38197,19.4,5.0,Others,Bangalore,3.94 Lakh,3.94
97,Petrol,Hatchback,Automatic,2,Maruti,Maruti Baleno,2017,7.25,Comprehensive,23000,19.56,5.0,Grey,Bangalore,7.25 Lakh,7.25
98,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2013,2.4,Third Party insurance,50000,20.92,5.0,Red,Bangalore,2.40 Lakh,2.4
99,Petrol,SUV,Automatic,1,Renault,Renault Kiger,2022,8.35,Third Party insurance,10000,19.03,5.0,Others,Bangalore,8.35 Lakh,8.35
100,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2019,6.95,Third Party insurance,19000,18.9,5.0,Blue,Bangalore,6.95 Lakh,6.95
101,Petrol,SUV,Automatic,1,Kia,Kia Seltos,2020,17.25,Comprehensive,14000,16.5,5.0,White,Bangalore,17.25 Lakh,17.25
102,Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,2014,3.3,Comprehensive,29268,21.1,5.0,White,Bangalore,3.30 Lakh,3.3
103,Petrol,Sedan,Automatic,1,Volkswagen,Volkswagen Vento,2019,9.9,Third Party insurance,20000,18.19,5.0,Others,Bangalore,9.90 Lakh,9.9
104,Petrol,Sedan,Manual,1,Toyota,Toyota Yaris,2018,7.5,Third Party insurance,30000,17.1,5.0,Others,Bangalore,7.50 Lakh,7.5
105,Diesel,SUV,Manual,1,MG,MG Hector,2021,17.5,Third Party insurance,30000,17.41,5.0,Others,Bangalore,17.50 Lakh,17.5
106,Petrol,SUV,Automatic,1,Hyundai,Hyundai Alcazar,2022,20.83,Comprehensive,7100,14.2,6.0,White,Bangalore,20.83 Lakh,20.83
107,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2010,2.71,Comprehensive,43679,19.81,5.0,Silver,Bangalore,2.71 Lakh,2.71
108,Petrol,SUV,Automatic,1,Hyundai,Hyundai Creta,2018,12.8,Third Party insurance,40000,14.8,5.0,Others,Bangalore,12.80 Lakh,12.8
109,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,2012,4.36,Third Party,40562,22.54,5.0,Red,Bangalore,4.36 Lakh,4.36
110,Petrol,SUV,Automatic,2,Hyundai,Hyundai Creta,2021,16.75,Comprehensive,26500,19.24556842105263,5.0,White,Bangalore,16.75 Lakh,16.75
111,Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,2019,12.5,Third Party insurance,20000,18.15,5.0,Others,Bangalore,12.50 Lakh,12.5
112,Diesel,SUV,Automatic,1,Mahindra,Mahindra XUV500,2016,13.5,Third Party insurance,58600,16.0,7.0,Silver,Bangalore,13.50 Lakh,13.5
113,Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,2019,12.5,Third Party insurance,20000,18.15,5.0,Others,Bangalore,12.50 Lakh,12.5
114,Petrol,SUV,Automatic,1,Volkswagen,Volkswagen T-Roc,2020,22.25,Comprehensive,42050,18.4,5.0,White,Bangalore,22.25 Lakh,22.25
115,Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2015,4.75,2,65017,23.1,5.0,White,Bangalore,4.75 Lakh,4.75
116,Diesel,Sedan,Automatic,2,BMW,BMW 3 Series,2008,6.0,Third Party insurance,80000,13.2,5.0,Others,Bangalore,6 Lakh,6.0
117,Petrol,SUV,Automatic,1,Jeep,Jeep Compass,2021,24.5,Third Party insurance,30000,14.1,5.0,Others,Bangalore,24.50 Lakh,24.5
118,Petrol,SUV,Automatic,1,Kia,Kia Seltos,2020,16.25,Third Party insurance,20000,16.5,5.0,Others,Bangalore,16.25 Lakh,16.25
119,Petrol,Hatchback,Manual,3,Hyundai,Hyundai i10,2009,2.49,Third Party insurance,80000,20.36,5.0,Others,Bangalore,2.49 Lakh,2.49
120,Diesel,SUV,Automatic,2,Audi,Audi Q5,2016,25.99,Third Party insurance,30000,14.16,5.0,Others,Bangalore,25.99 Lakh,25.99
121,Petrol,Hatchback,Manual,3,Hyundai,Hyundai i10,2009,2.49,Third Party insurance,80000,20.36,5.0,Others,Bangalore,2.49 Lakh,2.49
122,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2017,3.85,Third Party,52204,24.39,5.0,Silver,Bangalore,3.85 Lakh,3.85
123,Petrol,Hatchback,Manual,3,Hyundai,Hyundai i20,2012,3.0,Third Party insurance,110000,17.0,5.0,Red,Bangalore,3 Lakh,3.0
124,Diesel,SUV,Automatic,1,Ford,Ford Endeavour,2017,29.75,Third Party insurance,89000,10.91,7.0,Black,Bangalore,29.75 Lakh,29.75
125,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,2014,2.76,Comprehensive,29813,22.05,5.0,Others,Bangalore,2.76 Lakh,2.76
126,Petrol,Hatchback,Manual,1,Ford,Ford Figo,2018,5.0,Third Party insurance,30000,18.16,5.0,Gray,Bangalore,5 Lakh,5.0
127,Petrol,Hatchback,Automatic,1,Maruti,Maruti Ignis,2020,7.3,Comprehensive,13345,20.89,5.0,White,Bangalore,7.30 Lakh,7.3
128,Diesel,SUV,Automatic,1,Hyundai,Hyundai Alcazar,2022,22.45,Comprehensive,17100,18.1,7.0,Grey,Bangalore,22.45 Lakh,22.45
129,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2014,3.99,Comprehensive,75000,18.9,5.0,Grey,Bangalore,3.99 Lakh,3.99
130,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2011,3.12,Comprehensive,75523,20.36,5.0,Red,Bangalore,3.12 Lakh,3.12
131,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2015,12.75,Comprehensive,47000,16.0,7.0,Silver,Bangalore,12.75 Lakh,12.75
132,Diesel,SUV,Manual,1,Tata,Tata Harrier,2022,19.9,Comprehensive,36500,16.35,5.0,White,Bangalore,19.90 Lakh,19.9
133,Petrol,MUV,Manual,1,Renault,Renault Triber,2020,7.19,Comprehensive,28253,20.0,7.0,Silver,Bangalore,7.19 Lakh,7.19
134,Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2016,12.6,Third Party insurance,50000,19.67,5.0,White,Bangalore,12.60 Lakh,12.6
135,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2010,3.0,Third Party insurance,90000,20.36,5.0,Others,Bangalore,3 Lakh,3.0
136,Diesel,SUV,Automatic,2,BMW,BMW X5,2016,39.81,Third Party insurance,70000,15.97,5.0,Others,Bangalore,39.81 Lakh,39.81
137,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,6.27,Comprehensive,52571,18.6,5.0,Grey,Bangalore,6.27 Lakh,6.27
138,Diesel,Sedan,Automatic,2,BMW,BMW 3 Series,2010,13.0,Third Party insurance,70000,16.07,5.0,Others,Bangalore,13 Lakh,13.0
139,Petrol,Sedan,Manual,1,Honda,Honda City,2015,6.72,Comprehensive,61993,17.4,5.0,Silver,Bangalore,6.72 Lakh,6.72
140,Diesel,SUV,Automatic,1,Hyundai,Hyundai Tucson,2017,18.25,Comprehensive,57000,16.38,5.0,White,Bangalore,18.25 Lakh,18.25
141,Diesel,SUV,Manual,2,Toyota,Toyota Fortuner,2021,35.0,Third Party insurance,80000,14.24,7.0,Others,Bangalore,35 Lakh,35.0
142,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2013,4.4,Comprehensive,36359,18.5,5.0,Blue,Bangalore,4.40 Lakh,4.4
143,Diesel,SUV,Manual,2,Tata,Tata Harrier,2019,14.6,Third Party insurance,70000,17.0,5.0,Others,Bangalore,14.60 Lakh,14.6
144,Petrol,SUV,Automatic,1,MG,MG Hector,2022,20.41,Comprehensive,7500,19.24556842105263,5.0,White,Bangalore,20.41 Lakh,20.41
145,Petrol,Sedan,Automatic,1,Hyundai,Hyundai Verna,2017,10.33,Comprehensive,30301,17.0,5.0,Black,Bangalore,10.33 Lakh,10.33
146,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2010,2.75,Comprehensive,66000,20.36,5.0,Golden,Bangalore,2.75 Lakh,2.75
147,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2017,6.76,Comprehensive,56010,18.6,5.0,White,Bangalore,6.76 Lakh,6.76
148,Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2017,42.9,Comprehensive,47000,17.9,5.0,White,Bangalore,42.90 Lakh,42.9
149,Diesel,SUV,Manual,2,Nissan,Nissan Terrano,2014,6.5,Third Party insurance,60000,19.01,5.0,Others,Bangalore,6.50 Lakh,6.5
150,Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2014,4.44,Third Party insurance,83829,25.2,5.0,Red,Bangalore,4.44 Lakh,4.44
151,Petrol,Hatchback,Automatic,1,Renault,Renault KWID,2020,5.1,Third Party insurance,10000,22.0,5.0,Others,Bangalore,5.10 Lakh,5.1
152,Diesel,SUV,Automatic,2,Renault,Renault Duster,2016,9.25,Comprehensive,35000,19.6,5.0,Grey,Bangalore,9.25 Lakh,9.25
153,Petrol,Sedan,Automatic,2,Honda,Honda City,2019,10.24,Comprehensive,51116,18.0,5.0,White,Bangalore,10.24 Lakh,10.24
154,Diesel,Sedan,Manual,3,Skoda,Skoda Rapid,2016,5.0,Third Party insurance,80000,21.14,5.0,Others,Bangalore,5 Lakh,5.0
155,Petrol,Hatchback,Automatic,2,Volkswagen,Volkswagen Polo,2017,9.95,Third Party insurance,40000,17.21,5.0,Others,Bangalore,9.95 Lakh,9.95
156,Petrol,SUV,Automatic,2,Honda,Honda CR-V,2012,9.35,Comprehensive,85565,11.1,5.0,White,Bangalore,9.35 Lakh,9.35
157,Petrol,SUV,Manual,1,Ford,Ford Ecosport,2018,8.34,Comprehensive,36916,17.0,5.0,Others,Bangalore,8.34 Lakh,8.34
158,Diesel,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2015,5.6,Third Party insurance,90000,20.14,5.0,Others,Bangalore,5.60 Lakh,5.6
159,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2012,4.54,Comprehensive,112795,22.38,5.0,Silver,Bangalore,4.54 Lakh,4.54
160,Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz A-Class Limousine,2021,36.9,Comprehensive,11000,19.24556842105263,5.0,Silver,Bangalore,36.90 Lakh,36.9
161,Petrol,MUV,Manual,2,Toyota,Toyota Innova,2014,11.0,Third Party insurance,120000,11.4,7.0,Others,Bangalore,11 Lakh,11.0
162,Petrol,Hatchback,Manual,2,Honda,Honda Brio,2016,4.62,Comprehensive,36685,19.4,5.0,Red,Bangalore,4.62 Lakh,4.62
163,Diesel,SUV,Automatic,2,Hyundai,Hyundai Santa Fe,2012,9.0,Third Party insurance,120000,11.72,7.0,Others,Bangalore,9 Lakh,9.0
164,Petrol,Sedan,Automatic,1,BMW,BMW 6 Series,2022,79.0,Comprehensive,4000,13.32,4.0,Blue,Bangalore,79 Lakh,79.0
165,Petrol,Hatchback,Automatic,2,Maruti,Maruti Baleno,2019,8.43,Third Party,32184,21.4,5.0,Silver,Bangalore,8.43 Lakh,8.43
166,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno RS,2018,7.99,Comprehensive,32279,21.1,5.0,White,Bangalore,7.99 Lakh,7.99
167,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2015,5.76,Comprehensive,59698,18.6,5.0,White,Bangalore,5.76 Lakh,5.76
168,Diesel,SUV,Manual,1,Renault,Renault Captur,2018,9.49,Comprehensive,46071,20.37,5.0,Grey,Bangalore,9.49 Lakh,9.49
169,Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2017,7.95,Third Party insurance,90000,24.3,5.0,Yellow,Bangalore,7.95 Lakh,7.95
170,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2019,10.85,Third Party,9554,18.27,5.0,Blue,Bangalore,10.85 Lakh,10.85
171,Petrol,SUV,Automatic,1,Jeep,Jeep Compass,2022,25.9,Comprehensive,14000,14.1,5.0,Green,Bangalore,25.90 Lakh,25.9
172,Diesel,SUV,Manual,2,Renault,Renault Duster,2013,5.16,Third Party,74499,20.45,5.0,Brown,Bangalore,5.16 Lakh,5.16
173,Petrol,SUV,Automatic,2,Ford,Ford Ecosport,2017,7.77,Comprehensive,56211,14.8,5.0,Grey,Bangalore,7.77 Lakh,7.77
174,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2019,7.53,Comprehensive,9001,18.2,5.0,White,Bangalore,7.53 Lakh,7.53
175,Diesel,SUV,Automatic,2,Mahindra,Mahindra XUV500,2017,12.26,Third Party insurance,65457,16.0,7.0,Orange,Bangalore,12.26 Lakh,12.26
176,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2017,7.25,Comprehensive,23682,18.7,5.0,Red,Bangalore,7.25 Lakh,7.25
177,Diesel,Sedan,Manual,1,Hyundai,Hyundai Verna,2020,11.5,Third Party insurance,50000,22.0,5.0,Red,Bangalore,11.50 Lakh,11.5
178,Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2015,6.29,Comprehensive,134557,25.2,5.0,White,Bangalore,6.29 Lakh,6.29
179,Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2013,4.47,Comprehensive,96567,22.41,5.0,Blue,Bangalore,4.47 Lakh,4.47
180,Petrol,Hatchback,Manual,3,Maruti,Maruti Celerio,2015,4.0,Third Party insurance,120000,23.1,5.0,White,Bangalore,4 Lakh,4.0
181,Diesel,MUV,Manual,2,Maruti,Maruti Ertiga,2014,7.86,Comprehensive,83007,20.77,7.0,White,Bangalore,7.86 Lakh,7.86
182,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2018,7.45,Comprehensive,34000,18.7,5.0,Maroon,Bangalore,7.45 Lakh,7.45
183,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2014,4.9,Comprehensive,81634,18.9,5.0,White,Bangalore,4.90 Lakh,4.9
184,Petrol,Sedan,Automatic,2,Honda,Honda City,2017,9.42,Comprehensive,57284,18.0,5.0,Brown,Bangalore,9.42 Lakh,9.42
185,Petrol,SUV,Automatic,2,Ford,Ford Ecosport,2016,6.75,Third Party insurance,70000,15.63,5.0,Silver,Bangalore,6.75 Lakh,6.75
186,Petrol,Hatchback,Manual,2,Honda,Honda Brio,2013,3.3,Third Party insurance,70000,19.4,5.0,Red,Bangalore,3.30 Lakh,3.3
187,Petrol,Sedan,Automatic,2,Toyota,Toyota Yaris,2018,8.75,Third Party insurance,46429,17.8,5.0,White,Bangalore,8.75 Lakh,8.75
188,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,8.69,Comprehensive,17624,21.4,5.0,White,Bangalore,8.69 Lakh,8.69
189,Diesel,Sedan,Manual,2,Volkswagen,Volkswagen Vento,2012,4.25,Third Party insurance,100000,20.54,5.0,Blue,Bangalore,4.25 Lakh,4.25
190,Petrol,Sedan,Manual,1,Honda,Honda City,2019,10.7,Third Party insurance,30000,17.4,5.0,Others,Bangalore,10.70 Lakh,10.7
191,Petrol,SUV,Manual,2,Ford,Ford Ecosport,2018,10.25,Third Party insurance,49690,15.9,5.0,Blue,Bangalore,10.25 Lakh,10.25
192,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2016,10.0,Third Party insurance,110000,16.0,7.0,White,Bangalore,10 Lakh,10.0
193,Petrol,Sedan,Manual,1,Fiat,Fiat Linea,2009,3.75,Third Party insurance,50000,16.0,5.0,Gray,Bangalore,3.75 Lakh,3.75
194,Petrol,Sedan,Manual,1,Fiat,Fiat Linea,2009,3.75,Third Party insurance,50000,16.0,5.0,Gray,Bangalore,3.75 Lakh,3.75
195,Petrol,SUV,Automatic,1,Ford,Ford Ecosport,2018,8.44,Comprehensive,55702,14.8,5.0,Silver,Bangalore,8.44 Lakh,8.44
196,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20 Active,2016,7.64,Third Party insurance,45046,21.19,5.0,Brown,Bangalore,7.64 Lakh,7.64
197,Petrol,Hatchback,Manual,2,Maruti,Maruti Ritz,2014,4.2,Third Party insurance,53000,18.5,5.0,Silver,Bangalore,4.20 Lakh,4.2
198,Diesel,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,6.84,Third Party insurance,94695,27.39,5.0,Red,Bangalore,6.84 Lakh,6.84
199,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,8.03,Zero Dep,22162,21.4,5.0,Silver,Bangalore,8.03 Lakh,8.03
200,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Santro Xing,2010,3.2,Third Party insurance,70000,17.92,5.0,Others,Bangalore,3.20 Lakh,3.2
201,Diesel,Sedan,Manual,1,Honda,Honda City,2017,8.04,Comprehensive,115331,26.0,5.0,Silver,Bangalore,8.04 Lakh,8.04
202,Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2013,14.0,Third Party insurance,70000,10.0,5.0,Others,Bangalore,14 Lakh,14.0
203,Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2016,5.48,Comprehensive,42233,22.38,5.0,White,Bangalore,5.48 Lakh,5.48
204,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2019,6.19,Comprehensive,20941,18.9,5.0,Others,Bangalore,6.19 Lakh,6.19
205,Diesel,SUV,Manual,2,Maruti,Maruti Vitara Brezza,2018,10.0,Third Party insurance,50000,24.3,5.0,Red,Bangalore,10 Lakh,10.0
206,Petrol,SUV,Manual,1,Honda,Honda WR-V,2018,8.65,Comprehensive,46602,17.5,5.0,Brown,Bangalore,8.65 Lakh,8.65
207,Diesel,SUV,Automatic,2,Mahindra Ssangyong,Mahindra Ssangyong Rexton,2014,10.0,Third Party insurance,50000,11.18,7.0,White,Bangalore,10 Lakh,10.0
208,Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2014,5.35,Comprehensive,104000,25.2,5.0,Red,Bangalore,5.35 Lakh,5.35
209,Diesel,SUV,Manual,1,Ford,Ford Ecosport,2018,9.75,Comprehensive,90000,23.0,5.0,Brown,Bangalore,9.75 Lakh,9.75
210,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,6.99,Third Party insurance,50035,21.4,5.0,Blue,Bangalore,6.99 Lakh,6.99
211,Petrol,SUV,Manual,1,Tata,Tata Nexon,2021,11.5,Third Party insurance,80000,17.57,5.0,Gray,Bangalore,11.50 Lakh,11.5
212,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2015,6.25,Comprehensive,90000,18.6,5.0,Maroon,Bangalore,6.25 Lakh,6.25
213,Diesel,Sedan,Automatic,4,Mercedes-Benz,Mercedes-Benz E-Class,2011,10.0,Third Party insurance,90000,14.21,5.0,Others,Bangalore,10 Lakh,10.0
214,Diesel,Sedan,Manual,1,Toyota,Toyota Corolla Altis,2011,6.0,Third Party insurance,120000,21.43,5.0,Silver,Bangalore,6 Lakh,6.0
215,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2015,6.75,Third Party,25170,22.41,5.0,Blue,Bangalore,6.75 Lakh,6.75
216,Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2021,8.93,Comprehensive,25022,20.65,5.0,Others,Bangalore,8.93 Lakh,8.93
217,Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2012,4.2,Third Party insurance,100000,22.9,5.0,Others,Bangalore,4.20 Lakh,4.2
218,Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2020,9.41,Zero Dep,26367,20.65,5.0,Others,Bangalore,9.41 Lakh,9.41
219,Petrol,Sedan,Automatic,2,Hyundai,Hyundai Elantra,2015,6.3,Zero Dep,76567,14.5,5.0,Silver,Bangalore,6.30 Lakh,6.3
220,Diesel,MUV,Manual,2,Toyota,Toyota Innova,2013,12.75,Third Party insurance,120000,12.99,7.0,Others,Bangalore,12.75 Lakh,12.75
