,Fuel type,body type,transmission,owner,Brand,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Seats,Color,City,price_clean,price_lakh
702,Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2020,7.92,Comprehensive,40908,20.65,5.0,Blue,Bangalore,7.92 Lakh,7.92
703,Petrol,Hatchback,Automatic,2,Hyundai,Hyundai Grand i10,2016,5.13,Comprehensive,39693,18.9,5.0,Red,Bangalore,5.13 Lakh,5.13
704,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2010,3.6,Third Party insurance,40000,16.2,5.0,Others,Bangalore,3.60 Lakh,3.6
705,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2016,5.79,Comprehensive,63411,22.38,5.0,White,Bangalore,5.79 Lakh,5.79
706,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2018,5.5,Third Party insurance,30000,22.0,5.0,Others,Bangalore,5.50 Lakh,5.5
707,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2014,3.83,Comprehensive,94221,18.9,5.0,Red,Bangalore,3.83 Lakh,3.83
708,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2017,6.05,Third Party insurance,93975,18.6,5.0,White,Bangalore,6.05 Lakh,6.05
709,Petrol,SUV,Manual,1,Mahindra,Mahindra XUV300,2019,9.85,Third Party insurance,30000,16.82,5.0,Red,Bangalore,9.85 Lakh,9.85
710,Petrol,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2020,9.35,Third Party,30155,18.24,5.0,Grey,Bangalore,9.35 Lakh,9.35
711,Petrol,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2016,6.75,Third Party insurance,59006,16.47,5.0,White,Bangalore,6.75 Lakh,6.75
712,Petrol,Hatchback,Manual,4,Maruti,Maruti Zen,2004,1.35,Third Party insurance,100000,17.3,5.0,Silver,Bangalore,1.35 Lakh,1.35
713,Petrol,SUV,Automatic,1,Tata,Tata Nexon,2022,13.45,Third Party,18570,16.35,5.0,White,Bangalore,13.45 Lakh,13.45
714,Diesel,MUV,Manual,1,Toyota,Toyota Innova Crysta,2021,23.65,Comprehensive,48246,12.0,7.0,White,Bangalore,23.65 Lakh,23.65
715,Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2017,32.0,Third Party insurance,10000,19.27,5.0,Others,Bangalore,32 Lakh,32.0
716,Diesel,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,7.34,Third Party insurance,61263,27.39,5.0,Red,Bangalore,7.34 Lakh,7.34
717,Petrol,SUV,Manual,2,Honda,Honda WR-V,2017,7.01,Third Party,65507,17.5,5.0,White,Bangalore,7.01 Lakh,7.01
718,Diesel,SUV,Manual,1,Renault,Renault Duster,2014,5.35,Third Party insurance,100000,20.46,5.0,Others,Bangalore,5.35 Lakh,5.35
719,Petrol,SUV,Manual,1,Honda,Honda WR-V,2017,7.89,Comprehensive,26158,17.5,5.0,Silver,Bangalore,7.89 Lakh,7.89
720,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2015,5.48,Comprehensive,35250,22.38,5.0,White,Bangalore,5.48 Lakh,5.48
721,Diesel,SUV,Manual,1,Mahindra,Mahindra Quanto,2012,3.5,Comprehensive,65965,17.21,7.0,Red,Bangalore,3.50 Lakh,3.5
722,Petrol,Hatchback,Manual,2,Maruti,Maruti Celerio,2015,4.77,Comprehensive,40304,25.24,5.0,Others,Bangalore,4.77 Lakh,4.77
723,Diesel,SUV,Automatic,1,Land Rover,Land Rover Freelander 2,2013,15.25,Comprehensive,80000,12.35,5.0,Silver,Bangalore,15.25 Lakh,15.25
724,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2014,5.15,Comprehensive,56661,22.38,5.0,Silver,Bangalore,5.15 Lakh,5.15
725,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2016,5.62,Comprehensive,90213,18.6,5.0,Silver,Bangalore,5.62 Lakh,5.62
726,Petrol,Sedan,Manual,3,Volkswagen,Volkswagen Vento,2010,3.45,Third Party insurance,70000,15.04,5.0,Others,Bangalore,3.45 Lakh,3.45
727,Diesel,Sedan,Manual,4,Hyundai,Hyundai Verna,2013,4.75,Third Party insurance,120000,22.32,5.0,Others,Bangalore,4.75 Lakh,4.75
728,Petrol,SUV,Manual,2,Nissan,Nissan Magnite,2021,6.7,Third Party insurance,10000,18.75,5.0,Others,Bangalore,6.70 Lakh,6.7
729,Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2021,9.5,Comprehensive,20739,17.1,5.0,Brown,Bangalore,9.50 Lakh,9.5
730,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2020,7.0,Third Party insurance,20000,18.6,5.0,Others,Bangalore,7 Lakh,7.0
731,Petrol,Sedan,Manual,1,Opel,OpelCorsa,2004,0.8,Third Party insurance,70000,14.2,5.0,Silver,Bangalore,"80,000",0.8
732,Petrol,SUV,Automatic,1,Mahindra,Mahindra Thar,2021,15.0,Third Party insurance,10000,15.2,4.0,Red,Bangalore,15 Lakh,15.0
733,Diesel,Sedan,Manual,3,Chevrolet,Chevrolet Cruze,2009,3.7,Third Party insurance,60000,18.3,5.0,White,Bangalore,3.70 Lakh,3.7
734,Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2017,32.0,Third Party insurance,10000,19.27,5.0,Others,Bangalore,32 Lakh,32.0
735,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,2015,5.5,Third Party insurance,70000,22.54,5.0,Others,Bangalore,5.50 Lakh,5.5
736,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2015,5.81,Comprehensive,47127,18.6,5.0,Silver,Bangalore,5.81 Lakh,5.81
737,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2017,5.82,Comprehensive,47038,20.4,5.0,Others,Bangalore,5.82 Lakh,5.82
738,Petrol,Sedan,Manual,3,Honda,Honda City,2007,1.85,Third Party insurance,120000,17.7,5.0,Others,Bangalore,1.85 Lakh,1.85
739,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,5.31,Third Party,40769,18.9,5.0,Blue,Bangalore,5.31 Lakh,5.31
740,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,5.58,Comprehensive,34757,18.9,5.0,Orange,Bangalore,5.58 Lakh,5.58
741,Petrol,Hatchback,Manual,3,Hyundai,Hyundai Santro Xing,2006,1.55,Third Party insurance,100000,17.0,5.0,Others,Bangalore,1.55 Lakh,1.55
742,Petrol,Hatchback,Automatic,2,Hyundai,Hyundai Grand i10,2016,5.08,Comprehensive,88119,18.9,5.0,Blue,Bangalore,5.08 Lakh,5.08
743,Diesel,SUV,Automatic,1,Toyota,Toyota Fortuner,2015,20.6,Third Party insurance,120000,12.55,7.0,Others,Bangalore,20.60 Lakh,20.6
744,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,5.42,Third Party,57176,18.9,5.0,Orange,Bangalore,5.42 Lakh,5.42
745,Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2015,5.01,Comprehensive,62223,22.38,5.0,Silver,Bangalore,5.01 Lakh,5.01
746,Petrol,MUV,Manual,1,Maruti,Maruti Ertiga,2018,8.75,Third Party insurance,55000,19.34,7.0,Grey,Bangalore,8.75 Lakh,8.75
747,Diesel,SUV,Manual,1,Mahindra,Mahindra Scorpio,2020,13.7,Third Party insurance,52000,19.24556842105263,7.0,Black,Bangalore,13.70 Lakh,13.7
748,Petrol,Minivans,Manual,1,Maruti,Maruti Eeco,2018,4.85,Comprehensive,63251,16.11,5.0,Silver,Bangalore,4.85 Lakh,4.85
749,Petrol,Hatchback,Manual,3,Hyundai,Hyundai i10,2010,3.0,Third Party insurance,20000,20.36,5.0,Red,Bangalore,3 Lakh,3.0
750,Diesel,Sedan,Manual,3,Chevrolet,Chevrolet Cruze,2009,3.5,Third Party insurance,60000,18.3,5.0,White,Bangalore,3.50 Lakh,3.5
751,Diesel,SUV,Automatic,1,Citroen,Citroen C5 Aircross,2021,32.5,Third Party insurance,20000,18.6,5.0,Blue,Bangalore,32.50 Lakh,32.5
752,Petrol,Sedan,Manual,2,Ford,Ford Ikon,2004,0.55,Third Party insurance,80000,14.2,5.0,Silver,Bangalore,"55,000",0.55
753,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2018,6.3,Third Party insurance,40000,18.9,5.0,Red,Bangalore,6.30 Lakh,6.3
754,Diesel,SUV,Automatic,1,Tata,Tata New Safari,2022,24.75,Third Party insurance,20000,14.08,7.0,Others,Bangalore,24.75 Lakh,24.75
755,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2012,4.17,Third Party insurance,67444,18.5,5.0,Others,Bangalore,4.17 Lakh,4.17
756,Petrol,Hatchback,Automatic,2,Maruti,Maruti Baleno,2016,6.31,Comprehensive,63837,21.4,5.0,Red,Bangalore,6.31 Lakh,6.31
757,Diesel,MUV,Manual,2,Mahindra,Mahindra Xylo,2012,4.65,Comprehensive,61000,14.0,7.0,Brown,Bangalore,4.65 Lakh,4.65
758,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2016,5.44,Third Party insurance,60777,22.38,5.0,Silver,Bangalore,5.44 Lakh,5.44
759,Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2016,7.04,Third Party insurance,39248,21.4,5.0,Blue,Bangalore,7.04 Lakh,7.04
760,Diesel,Sedan,Automatic,1,BMW,BMW 5 Series,2014,19.75,Comprehensive,66000,18.12,5.0,Grey,Bangalore,19.75 Lakh,19.75
761,Petrol,Hatchback,Manual,1,Honda,Honda Brio,2015,3.59,Comprehensive,96198,19.4,5.0,White,Bangalore,3.59 Lakh,3.59
762,Petrol,Sedan,Automatic,2,Honda,Honda City,2013,5.2,Third Party insurance,50000,16.8,5.0,Others,Bangalore,5.20 Lakh,5.2
763,Petrol,Hatchback,Manual,3,Maruti,Maruti Wagon R,2015,3.35,Comprehensive,81207,20.51,5.0,Brown,Bangalore,3.35 Lakh,3.35
764,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2021,7.66,Third Party,48148,22.38,5.0,Silver,Bangalore,7.66 Lakh,7.66
765,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2015,3.5,Third Party insurance,120000,23.1,5.0,Others,Bangalore,3.50 Lakh,3.5
766,Diesel,Sedan,Manual,3,Tata,Tata Zest,2018,4.8,Third Party insurance,90000,20.65,5.0,White,Bangalore,4.80 Lakh,4.8
767,Diesel,SUV,Manual,2,Mahindra,Mahindra Thar,2017,8.22,Third Party insurance,60000,18.06,7.0,Others,Bangalore,8.22 Lakh,8.22
768,Petrol,Sedan,Manual,4,Fiat,Fiat Linea,2009,1.9,Third Party insurance,120000,16.0,5.0,Silver,Bangalore,1.90 Lakh,1.9
769,Petrol,Sedan,Automatic,3,Honda,Honda New Accord,2008,6.0,Third Party insurance,70000,11.7,5.0,Blue,Bangalore,6 Lakh,6.0
770,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV300,2022,9.95,Third Party insurance,30000,20.1,5.0,White,Bangalore,9.95 Lakh,9.95
