it,ft,bt,transmission,ownerNo,oem,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Engine,Seats.1,Color,Max Power.1,Seating Capacity.1,Steering Type.1,Tyre Type.1,Alloy Wheel Size.1,No Door Numbers.1,Gear Box,Drive Type,Seating Capacity.2,Steering Type.2,Tyre Type.2,No Door Numbers.2,Alloy Wheel Size.2,City,Top Speed.1,Drive Type.1,Turning Radius.1,Rear Brake Type.1,Gear Box.1,Front Brake Type.1,Acceleration.1
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,2015,₹ 2.50 Lakh,Third Party insurance,"60,000 Kms",21.1 kmpl,814 CC,5.0,Others,55.2bhp@5500rpm,5.0,Power,Tubeless,,5.0,,,,,,,,Jaipur,135 Kmph,FWD,4.6 metres,Drum,5 Speed,Disc,19 Seconds
0,Petrol,Sedan,Manual,1,Toyota,Toyota Etios,2011,₹ 3.50 Lakh,Third Party insurance,"80,000 Kms",17.6 kmpl,1496 CC,5.0,Others,88.73bhp@5600rpm,5.0,Power,"Tubeless,Radial",15,4.0,,,,,,,,Jaipur,,,,,,,
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2012,₹ 3 Lakh,Third Party insurance,"50,000 Kms",18.9 kmpl,998 CC,5.0,Others,67.1bhp@6200rpm,5.0,Power,"Tubeless, Radial",13,4.0,,,,,,,,Jaipur,,FWD,4.6metres,Drum,5 Speed,Ventilated Disc,
0,Diesel,Hatchback,Manual,4,Ford,Ford Figo,2011,₹ 2 Lakh,Third Party insurance,"1,20,000 Kms",20 kmpl,1399 CC,5.0,Others,68bhp@4000rpm,5.0,Power,"Tubeless,Radial",14,5.0,,,,,,,,Jaipur,148km/hr,Front Wheel Drive,4.9m,Drum,5 Speed,Ventilated Discs,14.8 Seconds
0,Diesel,Hatchback,Manual,3,Maruti,Maruti Ritz,2009,₹ 3 Lakh,Third Party insurance,"1,50,000 Kms",21.1 kmpl,1248 CC,5.0,Others,73.9bhp@4000rpm,5.0,Power,"Tubeless,Radial",14,5.0,,,,,,,,Jaipur,156km/hr,FWD,4.7m,Drum,5-Speed,Ventilated Disk,14.2
0,Diesel,Hatchback,Manual,2,Maruti,Maruti Ritz,2013,₹ 3 Lakh,Third Party insurance,"1,20,000 Kms",23.2 kmpl,1248 CC,5.0,Others,73.94bhp@4000rpm,5.0,Power,"Tubeless,Radial",,5.0,,,,,,,,Jaipur,163 Kmph,FWD,4.7 metres,Drum,5 Speed,Ventilated Disc,14 Seconds
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,2015,₹ 2.50 Lakh,Third Party insurance,"40,000 Kms",22.74 kmpl,796 CC,5.0,Others,47.3bhp@6000rpm,5.0,Power,Tubeless Tyres,,5.0,,,,,,,,Jaipur,140 kmph,FWD,4.6 metres,Drum,5 Speed,Solid Disc,19 Seconds
0,Petrol,Hatchback,Manual,2,Datsun,Datsun RediGO,2020,₹ 3 Lakh,Third Party insurance,"40,000 Kms",20.71 kmpl,799 CC,5.0,Others,53.64bhp@5600rpm,5.0,Power,tubeless tyre,,5.0,,,,,,,,Jaipur,,FWD,4.7m,Drum,5-Speed,Disc,
0,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2021,₹ 10 Lakh,Third Party insurance,"40,000 Kms",18.27 kmpl,998 CC,5.0,Others,118.35bhp@6000rpm,5.0,Power,Radial,16,5.0,,,,,,,,Jaipur,,FWD,,Drum,6-Speed,Disc,
0,Petrol,Hatchback,Manual,2,Nissan,Nissan Micra Active,2013,₹ 2 Lakh,Third Party insurance,"70,000 Kms",19.49 kmpl,1198 CC,5.0,Others,67.04bhp@5000rpm,5.0,Power,"Tubeless,Radial",,5.0,,,,,,,,Jaipur,160 Kmph,FWD,4.65 metres,Drum,5 Speed,Ventilated Disc,15 Seconds
0,Petrol,Sedan,Automatic,2,Honda,Honda City,2013,₹ 3.50 Lakh,Third Party insurance,"1,20,000 Kms",16.8 kmpl,1497 CC,5.0,Others,116.4bhp@6600rpm,5.0,Power,"Tubeless,Radial",15,4.0,,,,,,,,Jaipur,,FWD,5.3metres,Drum,5 Speed AT+ Paddle Shifters,Disc,
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Zen Estilo,2010,₹ 1 Lakh,Third Party insurance,"1,50,000 Kms",19 kmpl,998 CC,5.0,Others,67.1bhp@6200rpm,5.0,Power,"Tubeless,Radial",13,5.0,,,,,,,,Jaipur,160km/hr,FWD,4.6 metres,Drums,5 Speed,Ventilated Disc,16.26 Seconds
0,Diesel,Sedan,Manual,3,Honda,Honda City,2015,₹ 5 Lakh,Third Party insurance,"1,00,000 Kms",26 kmpl,1498 CC,5.0,Others,98.6bhp@3600rpm,5.0,Power,"Tubeless,Radial",15,4.0,,,,,,,,Jaipur,190 Kmph,FWD,5.3 metres,Drum,6 Speed ,Disc,10 Seconds
0,Diesel,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,2017,₹ 7 Lakh,Third Party insurance,"80,000 Kms",28.4 kmpl,1248 CC,5.0,Others,74bhp@4000rpm,5.0,Power,"Tubeless,Radial",15,4.0,,,,,,,,Jaipur,169 Kmph,FWD,4.8 metres,Drum,5 Speed,Ventilated Disc,13.8 Seconds
0,Petrol,Sedan,Automatic,1,Honda,Honda Amaze,2021,₹ 8 Lakh,Third Party insurance,"40,000 Kms",18.3 kmpl,1199 CC,5.0,Others,88.76bhp@6000rpm,5.0,Electric,"Tubeless,Radial",R15,4.0,,,,,,,,Jaipur,,FWD,4.7,Drum,CVT,Disc,15 Seconds
0,Cng,Sedan,Manual,1,Tata,Tata Tigor,2022,₹ 8.20 Lakh,Third Party insurance,"30,000 Kms",26.49 kmpl,1199 CC,5.0,Others,72.40bhp@6000rpm,5.0,Electric,"Tubeless,Radial",,4.0,,,,,,,,Jaipur,121.92,,,Drum,5-Speed,Disc,
0,Petrol,Hatchback,Manual,1,Tata,Tata Altroz,2020,₹ 6.75 Lakh,Third Party insurance,"90,000 Kms",18.53 kmpl,1199 CC,5.0,Others,84.88bhp@6000rpm,5.0,Electric,"Tubeless,Radial",16,5.0,,,,,,,,Jaipur,,,5.0,Drum,5-Speed,Disc,
0,Diesel,MUV,Manual,3,Maruti,Maruti Ertiga,2019,₹ 11 Lakh,Third Party insurance,"1,00,000 Kms",25.47 kmpl,1248 CC,7.0,Others,88.50bhp@4000rpm,7.0,Power,"Tubeless, Radial",,5.0,,,,,,,,Jaipur,,FWD,5.2 metres,Drum,5 Speed,Ventilated Disc,
0,Diesel,SUV,Manual,1,Mahindra,Mahindra Quanto,2014,₹ 3.50 Lakh,Third Party insurance,"70,000 Kms",17.21 kmpl,1493 CC,7.0,Others,100bhp@3750rpm,7.0,Power,"Tubeless,Radial",,5.0,,,,,,,,Jaipur,160 Kmph,RWD,5.4 metres,Drum,5 Speed ,Disc,14 Seconds
0,Diesel,Sedan,Manual,1,Honda,Honda City,2015,₹ 5 Lakh,Third Party insurance,"1,50,000 Kms",26 kmpl,1498 CC,5.0,Others,98.6bhp@3600rpm,5.0,Power,"Tubeless,Radial",15,4.0,,,,,,,,Jaipur,190 Kmph,FWD,5.3 metres,Drum,6 Speed ,Disc,10 Seconds
0,Diesel,SUV,Manual,3,Mahindra,Mahindra Bolero,2013,₹ 5 Lakh,Third Party insurance,"30,000 Kms",15.96 kmpl,2523 CC,7.0,Others,62.1bhp@3200rpm,7.0,Power,"Tubeless,Radial",,5.0,,,,,,,,Jaipur,117 Kmph,2WD,5.8 metres,Drum,5 Speed,Disc,30.3 Seconds
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2018,₹ 3.20 Lakh,Third Party insurance,"40,000 Kms",24.7 kmpl,796 CC,5.0,Others,47.3bhp@6000rpm,5.0,Power,Tubeless Tyres,,5.0,,,,,,,,Jaipur,140 kmph,FWD,4.6 metres,Drum,5 Speed,Solid Disc,19 Seconds
0,Diesel,Sedan,Manual,4,Volkswagen,Volkswagen Vento,2013,₹ 4.20 Lakh,Third Party insurance,"1,20,000 Kms",20.54 kmpl,1598 CC,5.0,Others,103.6bhp@4400rpm,5.0,Power,"Tubeless,Radial",15,4.0,,,,,,,,Jaipur,186km/hr,FWD,5.4 metres,Drum,5 Speed,Disc,
0,Diesel,Sedan,Manual,1,Honda,Honda Amaze,2014,₹ 3.25 Lakh,Third Party insurance,"1,50,000 Kms",25.8 kmpl,1498 CC,5.0,Others,98.6bhp@3600rpm,5.0,Power,"Tubeless,Radial",,4.0,,,,,,,,Jaipur,170 Kmph,FWD,4.7 metres,Drum,5 Speed,Disc,17 Seconds
0,Petrol,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2020,₹ 9.50 Lakh,Third Party insurance,"30,000 Kms",17.03 kmpl,1462 CC,5.0,Others,103.26bhp@6000rpm,5.0,Electronic,"Tubeless,Radial",R16,5.0,,,,,,,,Jaipur,,FWD,5.2 metres,Drum,5 Speed,Ventilated Disc,
0,Petrol,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2020,₹ 9.50 Lakh,Third Party insurance,"30,000 Kms",17.03 kmpl,1462 CC,5.0,Others,103.26bhp@6000rpm,5.0,Electronic,"Tubeless,Radial",R16,5.0,,,,,,,,Jaipur,,FWD,5.2 metres,Drum,5 Speed,Ventilated Disc,
0,Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,2017,₹ 3 Lakh,Third Party insurance,"1,20,000 Kms",22.7 kmpl,799 CC,5.0,Others,53.64bhp@5678rpm,5.0,Power,,,5.0,,,,,,,,Jaipur,,2WD,4.7m,Drum,5-Speed,Disc,
0,Diesel,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2015,₹ 4 Lakh,Third Party insurance,"90,000 Kms",24 kmpl,1120 CC,5.0,Others,70bhp@4000rpm,5.0,Power,Tubeless,,5.0,,,,,,,,Jaipur,157 Kmph,FWD,4.8 metres,Drum,5 Speed,Disc,15.6 Seconds
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2014,₹ 3.50 Lakh,Third Party insurance,"60,000 Kms",20.36 kmpl,1197 CC,5.0,Others,78.9bhp@6000rpm,5.0,Power,"Tubeless,Radial",13,4.0,,,,,,,,Jaipur,,FWD,,Drum,5 Speed,Ventilated Disc,
0,Diesel,MUV,Manual,2,Mahindra,Mahindra Bolero,2007,₹ 2.80 Lakh,Third Party insurance,"1,50,000 Kms",13.6 kmpl,2523 CC,7.0,Others,63 HP at 3200 rpm,7.0,Manual,"Tubeless,Radial",15,5.0,,,,,,,,Jaipur,117 kmph,2WD,5.4 m,Drum,5 Speed,Disc,30.3 seconds
0,Petrol,Sedan,Automatic,1,Skoda,Skoda Superb,2012,₹ 5 Lakh,Third Party insurance,"1,20,000 Kms",13.7 kmpl,1798 CC,5.0,Others,157.75bhp@4500-6200rpm,5.0,Power,"Tubeless,Radial",16,4.0,,,,,,,,Jaipur,205 Kmph,FWD,5.4 metres,Disc,7 Speed,Disc,9.1 Seconds
0,Petrol,Sedan,Automatic,1,Skoda,Skoda Superb,2012,₹ 5 Lakh,Third Party insurance,"1,20,000 Kms",13.7 kmpl,1798 CC,5.0,Others,157.75bhp@4500-6200rpm,5.0,Power,"Tubeless,Radial",16,4.0,,,,,,,,Jaipur,205 Kmph,FWD,5.4 metres,Disc,7 Speed,Disc,9.1 Seconds
0,Petrol,Sedan,Automatic,1,Skoda,Skoda Superb,2012,₹ 5 Lakh,Third Party insurance,"1,20,000 Kms",13.7 kmpl,1798 CC,5.0,Others,157.75bhp@4500-6200rpm,5.0,Power,"Tubeless,Radial",16,4.0,,,,,,,,Jaipur,205 Kmph,FWD,5.4 metres,Disc,7 Speed,Disc,9.1 Seconds
0,Petrol,Sedan,Manual,1,Maruti,Maruti SX4,2010,₹ 2.50 Lakh,Third Party insurance,"70,000 Kms",15.5 kmpl,1586 CC,5.0,Others,103.3bhp@5600rpm,5.0,Power,"Tubeless, Radial",15,4.0,,,,,,,,Jaipur,177km/hr,FWD,5.3metres,Drum,5 Speed,Ventilated Disc,12.1 Seconds
0,Diesel,MUV,Manual,3,Mahindra,Mahindra Bolero,2007,₹ 3 Lakh,Third Party insurance,"90,000 Kms",13.6 kmpl,2523 CC,7.0,Others,63 HP at 3200 rpm,7.0,Power,"Tubeless,Radial",15,5.0,,,,,,,,Jaipur,117 kmph,2WD,5.4 m,Drum,5 Speed,Disc,30.3 seconds
0,Diesel,Sedan,Manual,1,Honda,Honda Amaze,2013,₹ 4 Lakh,Third Party insurance,"90,000 Kms",25.8 kmpl,1498 CC,5.0,Others,98.6bhp@3600rpm,5.0,Power,"Tubeless,Radial",,4.0,,,,,,,,Jaipur,170 Kmph,FWD,4.7 metres,Drum,5 Speed,Disc,17 Seconds
0,Diesel,Sedan,Manual,4,Honda,Honda Amaze,2016,₹ 4.20 Lakh,Third Party insurance,"90,000 Kms",25.8 kmpl,1498 CC,5.0,Others,98.6bhp@3600rpm,5.0,Power,"Tubeless,Radial",,4.0,,,,,,,,Jaipur,140 Kmph,FWD,4.7 metres,Drum,5 Speed,Disc,17 Seconds
0,Diesel,SUV,Manual,1,Nissan,Nissan Terrano,2014,₹ 4 Lakh,Third Party insurance,"1,50,000 Kms",20.45 kmpl,1461 CC,5.0,Others,83.8bhp@3750rpm,5.0,Power,Tubeless Tyres,,5.0,,,,,,,,Jaipur,156 Kmph,FWD,5.2 metres,Drum,5 Speed,Disc,14 Seconds
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2021,₹ 8 Lakh,Third Party insurance,"30,000 Kms",21.01 kmpl,1197 CC,5.0,Others,81.80bhp@6000rpm,5.0,Electric,"Tubeless,Radial",R16,5.0,,,,,,,,Jaipur,,FWD,4.9,Drum,5 Speed,Disc,12.36 seconds
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2019,₹ 5 Lakh,Third Party insurance,"40,000 Kms",21.79 kmpl,998 CC,5.0,Others,67.05bhp@5500rpm,5.0,Power,"Tubeless Tyres, Radial",,5.0,,,,,,,,Jaipur,,FWD,4.7 metres,Drum,5 Speed,Disc,18.6 Seconds
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2022,₹ 7.25 Lakh,Third Party insurance,"20,000 Kms",22.38 kmpl,1197 CC,5.0,Others,88.50bhp@6000rpm,5.0,Electric,"Radial, Tubeless",,5.0,,,,,,,,Jaipur,,,4.8,Drum,5-Speed,Disc,
0,Diesel,Sedan,Manual,3,Hyundai,Hyundai Verna,2011,₹ 3 Lakh,Third Party insurance,"1,20,000 Kms",22.32 kmpl,1582 CC,5.0,Others,126.32bhp@4000rpm,5.0,Power,"Tubeless,Radial",16,4.0,,,,,,,,Jaipur,190km/hr,FWD,5.2 metres,Disc,6 Speed ,Disc,10.62 Seconds
0,Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2014,₹ 4 Lakh,Third Party insurance,"1,20,000 Kms",23.4 kmpl,1248 CC,5.0,Others,74bhp@4000rpm,5.0,Power,"Tubeless,Radial",14,4.0,,,,,,,,Jaipur,,FWD,4.8metres,Drum,5 Speed,Ventilated Disc,
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2021,₹ 8 Lakh,Third Party insurance,"30,000 Kms",21.01 kmpl,1197 CC,5.0,Others,81.80bhp@6000rpm,5.0,Electric,"Tubeless,Radial",R16,5.0,,,,,,,,Jaipur,,FWD,4.9,Drum,5 Speed,Disc,12.36 seconds
0,Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2014,₹ 4.50 Lakh,Third Party insurance,"1,20,000 Kms",22.9 kmpl,1248 CC,5.0,Others,74bhp@4000rpm,5.0,Power,"Tubeless,Radial",15,5.0,,,,,,,,Jaipur,,FWD,4.8 metres,Drum,5 Speed,Ventilated Disc,
0,Diesel,Sedan,Manual,1,Hyundai,Hyundai Elantra,2013,₹ 4.50 Lakh,Third Party insurance,"1,21,000 Kms",22.7 kmpl,1582 CC,5.0,White,126.24bhp@4000rpm,5.0,Power,"Tubeless,Radial",16,4.0,,,,,,,,Jaipur,191km/hr,FWD,5.3 metres,Disc,6 Speed ,Disc,10.2 Seconds
0,Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2013,₹ 5 Lakh,Third Party insurance,"1,20,000 Kms",23.4 kmpl,1248 CC,5.0,Others,74bhp@4000rpm,5.0,Power,"Tubeless,Radial",14,4.0,,,,,,,,Jaipur,,FWD,4.8metres,Drum,5 Speed,Ventilated Disc,
0,Diesel,SUV,Manual,3,Mitsubishi,Mitsubishi Pajero,2013,₹ 9 Lakh,Third Party insurance,"1,20,000 Kms",13.5 kmpl,2477 CC,7.0,Others,175.56bhp@4000rpm,7.0,Power,"Tubeless,Radial",17,5.0,,,,,,,,Jaipur,190 Kmph,4WD,5.6 metres,Ventilated Drum,5 Speed,Ventilated Disc,14.5 Seconds
0,Petrol,Hatchback,Manual,3,Maruti,Maruti Ritz,2011,₹ 1.65 Lakh,Third Party insurance,"1,50,000 Kms",18.5 kmpl,1197 CC,5.0,Others,85.80bhp@6000rpm,5.0,Power,"Tubeless,Radial",,5.0,,,,,,,,Jaipur,156 Kmph,FWD,4.7 metres,Drum,5 Speed,Ventilated Disc,15 Seconds
0,Diesel,Sedan,Manual,1,Maruti,Maruti Ciaz,2018,₹ 7 Lakh,Third Party insurance,"60,000 Kms",28.09 kmpl,1248 CC,5.0,Others,88.5bhp@4000rpm,5.0,Power,"Tubeless, Radial",16,4.0,,,,,,,,Jaipur,190 kmph,FWD,5.4 metres,Drum,5 Speed,Ventilated Disc,15 Seconds
0,Petrol,Hatchback,Manual,4,Maruti,Maruti Zen,2001,"₹ 62,000 ",Third Party insurance,"60,000 Kms",17.3 kmpl,993 CC,5.0,Others,60 PS @ 6000 rpm ,5.0,Power,Radial,12,5.0,,,,,,,,Jaipur,145 kmph,,4.9 m,Drums 180 mm,5 Speed,"Disc, 236 mm",17.5 seconds
0,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2022,₹ 5.50 Lakh,Third Party insurance,"20,000 Kms",21.46 kmpl,999 CC,5.0,Others,67.06bhp@5500rpm,5.0,Electric,"Radial, Tubeless",,5.0,,,,,,,,Jaipur,,,,Drum,5 Speed,Disc,
0,Petrol,Sedan,Automatic,1,Honda,Honda City,2021,₹ 15.25 Lakh,Third Party insurance,"30,000 Kms",18.3 kmpl,1498 CC,5.0,Others,119.35bhp@6600rpm,5.0,Electric,"Tubeless, Radial",16,4.0,,,,,,,,Jaipur,,,5.3,Drum,CVT,Ventilated Disc,
0,Diesel,Sedan,Manual,1,Honda,Honda City,2014,₹ 4 Lakh,Third Party insurance,"1,50,000 Kms",26 kmpl,1498 CC,5.0,Others,98.6bhp@3600rpm,5.0,Power,"Tubeless,Radial",15,4.0,,,,,,,,Jaipur,190 Kmph,FWD,5.3 metres,Drum,6 Speed ,Disc,10 Seconds
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Zen Estilo,2007,₹ 1 Lakh,Third Party insurance,"1,50,000 Kms",18.2 kmpl,998 CC,5.0,Others,67.1bhp@6200rpm,,,,,,5 Speed,FWD,,,,,,Jaipur,,,,,,,
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,2015,₹ 2.20 Lakh,Third Party insurance,"1,20,000 Kms",22.74 kmpl,796 CC,5.0,Others,47.3bhp@6000rpm,5.0,Power,Tubeless Tyres,,5.0,,,,,,,,Jaipur,140 kmph,FWD,4.6 metres,Drum,5 Speed,Solid Disc,19 Seconds
0,Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2018,₹ 6.30 Lakh,Third Party insurance,"1,20,000 Kms",28.4 kmpl,1248 CC,5.0,Others,74.02bhp@4000rpm,5.0,Power,"Tubeless,Radial",,4.0,,,,,,,,Jaipur,,FWD,4.8 metres,Drum,5 Speed,Disc,13.03 Seconds
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2013,₹ 3.50 Lakh,Third Party insurance,"90,000 Kms",20.36 kmpl,1197 CC,5.0,Others,78.9bhp@6000rpm,5.0,Power,"Tubeless,Radial",13,4.0,,,,,,,,Jaipur,,FWD,,Drum,5 Speed,Ventilated Disc,
0,Diesel,Hatchback,Manual,3,Maruti,Maruti Swift,2012,₹ 3.50 Lakh,Third Party insurance,"1,50,000 Kms",22.9 kmpl,1248 CC,5.0,Others,74bhp@4000rpm,5.0,Power,"Tubeless,Radial",15,5.0,,,,,,,,Jaipur,,FWD,4.8 metres,Drum,5 Speed,Ventilated Disc,
0,Diesel,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2014,₹ 4.50 Lakh,Third Party insurance,"90,000 Kms",23.4 kmpl,1248 CC,5.0,Others,74bhp@4000rpm,5.0,Power,"Tubeless,Radial",14,4.0,,,,,,,,Jaipur,162 kmph,FWD,4.8metres,Drum,5 Speed,Ventilated Disc,14.85 Seconds
0,Diesel,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2014,₹ 4.50 Lakh,Third Party insurance,"90,000 Kms",23.4 kmpl,1248 CC,5.0,Others,74bhp@4000rpm,5.0,Power,"Tubeless,Radial",14,4.0,,,,,,,,Jaipur,162 kmph,FWD,4.8metres,Drum,5 Speed,Ventilated Disc,14.85 Seconds
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2011,₹ 2 Lakh,Third Party insurance,"1,50,000 Kms",20.36 kmpl,1197 CC,5.0,Others,78.9bhp@6000rpm,5.0,Power,"Tubeless,Radial",13,4.0,,,,,,,,Jaipur,,FWD,,Drum,5 Speed,Ventilated Disc,
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,2015,₹ 2.25 Lakh,Third Party insurance,"1,20,000 Kms",22.74 kmpl,796 CC,5.0,Others,47.3bhp@6000rpm,5.0,Power,Tubeless Tyres,,5.0,,,,,,,,Jaipur,140 kmph,FWD,4.6 metres,Drum,5 Speed,Solid Disc,19 Seconds
0,Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2013,₹ 3.70 Lakh,Third Party insurance,"1,00,000 Kms",23.4 kmpl,1248 CC,5.0,Others,74bhp@4000rpm,5.0,Power,"Tubeless,Radial",14,4.0,,,,,,,,Jaipur,,FWD,4.8metres,Drum,5 Speed,Ventilated Disc,
0,Petrol,Hatchback,Manual,2,Citroen,Citroen C3,2023,₹ 7.30 Lakh,Third Party insurance,"90,000 Kms",19.3 kmpl,1199 CC,5.0,Others,108.62bhp@5500rpm,5.0,Electric,"Tubeless,Radial",,5.0,,,,,,,,Jaipur,,,4.98,Drum,6 Speed,Disc,
0,Petrol,Sedan,Manual,2,Maruti,Maruti Ciaz,2017,₹ 6.10 Lakh,Third Party insurance,"60,000 Kms",20.73 kmpl,1373 CC,5.0,Others,91.1bhp@6000rpm,5.0,Power,"Tubeless, Radial",16,4.0,,,,,,,,Jaipur,190 kmph,FWD,5.4 metres,Drum,5 Speed,Ventilated Disc,14 Seconds
0,Diesel,Sedan,Manual,4,Maruti,Maruti Swift Dzire,2018,₹ 6.70 Lakh,Third Party insurance,"90,000 Kms",28.4 kmpl,1248 CC,5.0,Others,74.02bhp@4000rpm,5.0,Power,"Tubeless,Radial",,4.0,,,,,,,,Jaipur,,FWD,4.8 metres,Drum,5 Speed,Disc,13.03 Seconds
0,Diesel,SUV,Automatic,1,Volvo,Volvo XC60,2019,₹ 40 Lakh,Third Party insurance,"1,50,000 Kms",11.2 kmpl,1969 CC,5.0,Others,235bhp,5.0,Power,"Tubeless,Radial",19,5.0,,,,,,,,Jaipur,220 kmph,AWD,,Disc,8 Speed,Disc,8.54 s
0,Diesel,SUV,Manual,1,Maruti,Maruti SX4 S Cross,2019,₹ 8 Lakh,Third Party insurance,"1,50,000 Kms",25.1 kmpl,1248 CC,5.0,Others,88.5bhp@4000rpm,5.0,Power,"Tubeless,Radial",R16,5.0,,,,,,,,Jaipur,164.5 Kmph,FWD,5.5 meters,Disc,5 Speed,Disc,13.42 Seconds
0,Diesel,SUV,Manual,3,Mahindra,Mahindra Bolero Power Plus,2017,₹ 7 Lakh,Third Party insurance,"80,000 Kms",15.96 kmpl,2523 CC,9.0,Others,63bhp@3200rpm,9.0,Manual,"Tubeless,Radial",,5.0,,,,,,,,Jaipur,117 Kmph,RWD,5.9 metres,Drum,5 Speed,Disc,30.3 Seconds
0,Diesel,SUV,Manual,2,Renault,Renault Duster,2013,₹ 4 Lakh,Third Party insurance,"1,20,000 Kms",19.64 kmpl,1461 CC,5.0,Others,108.45bhp@4000rpm,5.0,Power,Tubeless,16,5.0,,,,,,,,Jaipur,168 Kmph,FWD,5.2 metres,Drum,6 Speed,Ventilated Disc,12.5 Seconds
0,Petrol,Hatchback,Manual,3,Maruti,Maruti Alto,2009,₹ 1.50 Lakh,Third Party insurance,"1,20,000 Kms",19.7 kmpl,796 CC,5.0,Others,46.3bhp@6200rpm,5.0,Power,"Tubeless,Radial",12,5.0,,,,,,,,Jaipur,137km/hr,FWD,4.6m,Drum,5 Speed,Disc,17.7 seconds
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2016,₹ 3 Lakh,Third Party insurance,"1,20,000 Kms",19.81 kmpl,1086 CC,5.0,Others,68.05bhp@5500rpm,5.0,Power,Tubeless,,5.0,,,,,,,,Jaipur,165 Kmph,FWD,4.7 metres,Drum,5 Speed,Ventilated Disc,14.3 Seconds
0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2020,₹ 7 Lakh,Third Party insurance,"70,000 Kms",22.41 kmpl,1197 CC,5.0,Others,88.50bhp@6000rpm,5.0,Electric,"Tubeless, Radial",,4.0,,,,,,,,Jaipur,,,4.8,Drum,5 Speed,Disc,
0,Petrol,Sedan,Manual,1,Hyundai,Hyundai Aura,2020,₹ 6.50 Lakh,Third Party insurance,"30,000 Kms",20.5 kmpl,1197 CC,5.0,Others,81.86bhp@6000rpm,5.0,Electric,"Tubeless,Radial",15,4.0,,,,,,,,Jaipur,,,,Drum,5-Speed,Disc,
0,Diesel,MUV,Manual,1,Mahindra,Mahindra Marazzo,2019,₹ 8 Lakh,Third Party insurance,"1,50,000 Kms",17.3 kmpl,1497 CC,7.0,Others,121bhp@3500rpm,7.0,Power,"Tubless, Radial",,5.0,,,,,,,,Jaipur,,FWD,5.25 meters,Disc,6 Speed,Disc,
0,Diesel,SUV,Manual,1,Mahindra,Mahindra Bolero,2017,₹ 8 Lakh,Third Party insurance,"80,000 Kms",15.96 kmpl,2523 CC,7.0,Others,62.1bhp@3200rpm,7.0,Power,"Tubeless,Radial",,5.0,,,,,,,,Jaipur,117 Kmph,RWD,5.8 metres,Drum,5 Speed,Disc,30.3 Seconds
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2012,₹ 2 Lakh,Third Party insurance,"1,00,000 Kms",18.9 kmpl,998 CC,5.0,Others,67.1bhp@6200rpm,5.0,Power,"Tubeless, Radial",13,4.0,,,,,,,,Jaipur,,FWD,4.6metres,Drum,5 Speed,Ventilated Disc,
0,Petrol,Hatchback,Manual,1,Tata,Tata Altroz,2020,₹ 7 Lakh,Third Party insurance,"40,000 Kms",19.33 kmpl,1199 CC,5.0,Others,86.83bhp@6000rpm,5.0,Electric,"Tubeless,Radial",,5.0,,,,,,,,Jaipur,,,5.0,Drum,5-Speed,Disc,
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2016,₹ 3.40 Lakh,Third Party insurance,"1,00,000 Kms",18.9 kmpl,1197 CC,5.0,Others,82bhp@6000rpm,5.0,Power,Tubeless,,5.0,,,,,,,,Jaipur,165 Kmph,FWD,4.8 metres,Drum,5 Speed,Disc,12.9 Seconds
