it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Engine,Seats.1,Color,Gear Box,Drive Type,City
0,Diesel,Sedan,"1,20,000",Manual,2,2nd Owner,Skoda,Skoda Rapid,2012,₹ 3.60 Lakh,Third Party insurance,"1,20,000 Kms",20.5 kmpl,1598 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"62,832",Manual,1,1st Owner,Tata,Tata Tiago,2021,₹ 6.05 Lakh,Third Party,"62,832 Kms",19.01 kmpl,1199 CC,5.0,Silver,5-Speed,,Hyderabad
0,Petrol,Hatchback,"61,155",Manual,2,2nd Owner,Hyundai,Hyundai i20,2016,₹ 5.85 Lakh,Third Party insurance,"61,155 Kms",18.6 kmpl,1197 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Diesel,Hatchback,"75,000",Automatic,1,1st Owner,BMW,BMW 1 Series,2014,₹ 17.99 Lakh,Third Party insurance,"75,000 Kms",20.58 kmpl,1995 CC,5.0,Red,8 Speed,RWD,Hyderabad
0,Petrol,Hatchback,"12,045",Manual,2,2nd Owner,Maruti,Maruti Swift,2021,₹ 7.23 Lakh,Third Party insurance,"12,045 Kms",22.38 kmpl,1197 CC,5.0,Silver,5-Speed,,Hyderabad
0,Petrol,Sedan,"60,700",Manual,1,1st Owner,Maruti,Maruti Ciaz,2020,₹ 8.95 Lakh,Third Party,"60,700 Kms",20.65 kmpl,1462 CC,5.0,White,5 Speed,FWD,Hyderabad
0,Diesel,Sedan,"85,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz C-Class,2013,₹ 13.50 Lakh,Third Party insurance,"85,000 Kms",14.84 kmpl,2143 CC,5.0,White,7 Speed,RWD,Hyderabad
0,Petrol,Sedan,"44,276",Automatic,1,1st Owner,Honda,Honda City,2020,₹ 13.20 Lakh,Third Party insurance,"44,276 Kms",16.4 kmpl,1497 CC,5.0,Golden Brown,5 Speed,FWD,Hyderabad
0,Diesel,Sedan,"99,000",Automatic,1,1st Owner,Audi,Audi A4,2015,₹ 19.99 Lakh,Third Party insurance,"99,000 Kms",17.11 kmpl,1968 CC,5.0,Black,8 Speed,FWD,Hyderabad
0,Diesel,Sedan,"78,000",Automatic,1,1st Owner,Audi,Audi A6,2015,₹ 24.99 Lakh,Third Party insurance,"78,000 Kms",17.68 kmpl,1968 CC,5.0,Black,8 Speed,FWD,Hyderabad
0,Diesel,Sedan,"70,000",Automatic,2,2nd Owner,Jaguar,Jaguar XF,2013,₹ 17 Lakh,Third Party insurance,"70,000 Kms",16.36 kmpl,2179 CC,5.0,White,8 Speed,RWD,Hyderabad
0,Diesel,Sedan,"70,000",Automatic,1,1st Owner,Jaguar,Jaguar XF,2013,₹ 18 Lakh,Third Party insurance,"70,000 Kms",16.36 kmpl,2179 CC,5.0,White,8 Speed,RWD,Hyderabad
0,Diesel,Sedan,"70,000",Automatic,1,1st Owner,Jaguar,Jaguar XF,2013,₹ 17.50 Lakh,Third Party insurance,"70,000 Kms",16.36 kmpl,2179 CC,5.0,White,8 Speed,RWD,Hyderabad
0,Petrol,Hatchback,"22,264",Manual,1,1st Owner,Maruti,Maruti Alto 800,2021,₹ 4.29 Lakh,Third Party,"22,264 Kms",22.05 kmpl,796 CC,5.0,White,5 Speed,,Hyderabad
0,Petrol,Hatchback,"1,03,763",Manual,1,1st Owner,Maruti,Maruti Ignis,2018,₹ 3.76 Lakh,Third Party insurance,"1,03,763 Kms",20.89 kmpl,1197 CC,5.0,White,5 Speed,FWD,Hyderabad
0,Diesel,SUV,"1,09,000",Automatic,1,1st Owner,Volvo,Volvo XC60,2012,₹ 10.15 Lakh,Third Party insurance,"1,09,000 Kms",14.7 kmpl,1985 CC,5.0,Brown,"Six Speed Geartronic, Six Speed Automati",All Wheel Drive,Hyderabad
0,Petrol,Hatchback,"49,043",Manual,2,2nd Owner,Hyundai,Hyundai i10,2012,₹ 3.12 Lakh,Third Party insurance,"49,043 Kms",20.36 kmpl,1197 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"70,666",Automatic,2,2nd Owner,Maruti,Maruti Celerio,2017,₹ 4.92 Lakh,Comprehensive,"70,666 Kms",23.1 kmpl,998 CC,5.0,Red,5 Speed,FWD,Hyderabad
0,Diesel,SUV,"1,28,000",Automatic,1,1st Owner,Land Rover,Land Rover Range Rover Sport,2011,₹ 37 Lakh,Third Party insurance,"1,28,000 Kms",14.7 kmpl,2993 CC,5.0,Black,6-Speed,4WD,Hyderabad
0,Diesel,Sedan,"65,815",Automatic,1,1st Owner,Maruti,Maruti Swift Dzire,2018,₹ 8 Lakh,Comprehensive,"65,815 Kms",28.4 kmpl,1248 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"79,000",Manual,1,1st Owner,Maruti,Maruti Alto,2010,₹ 1.65 Lakh,Third Party insurance,"79,000 Kms",19.7 kmpl,796 CC,5.0,Maroon,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"48,580",Automatic,1,1st Owner,Maruti,Maruti Baleno,2020,₹ 8.31 Lakh,Comprehensive,"48,580 Kms",21.4 kmpl,1197 CC,5.0,Others,CVT,FWD,Hyderabad
0,Petrol,Hatchback,"44,646",Manual,1,1st Owner,Hyundai,Hyundai i20,2018,₹ 6.91 Lakh,Comprehensive,"44,646 Kms",18.6 kmpl,1197 CC,5.0,White,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"71,963",Manual,1,1st Owner,Maruti,Maruti Wagon R,2008,₹ 1.75 Lakh,Comprehensive,"71,963 Kms",21.79 kmpl,998 CC,5.0,Red,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"26,678",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2017,₹ 4.93 Lakh,Comprehensive,"26,678 Kms",18.9 kmpl,1197 CC,5.0,Red,5 Speed,FWD,Hyderabad
0,Diesel,Sedan,"1,52,000",Manual,1,1st Owner,Honda,Honda City,2015,₹ 5.99 Lakh,Third Party insurance,"1,52,000 Kms",26 kmpl,1498 CC,5.0,White,6 Speed ,FWD,Hyderabad
0,Diesel,SUV,"1,01,000",Automatic,1,1st Owner,Ford,Ford Endeavour,2016,₹ 23.95 Lakh,Third Party insurance,"1,01,000 Kms",12.62 kmpl,2198 CC,7.0,Maroon,6 Speed,FWD,Hyderabad
0,Diesel,Hatchback,"41,000",Manual,1,1st Owner,Chevrolet,Chevrolet Beat,2012,₹ 3.20 Lakh,Third Party insurance,"41,000 Kms",25.44 kmpl,936 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Diesel,SUV,"1,09,000",Manual,1,1st Owner,Toyota,Toyota Fortuner,2018,₹ 31.50 Lakh,Third Party insurance,"1,09,000 Kms",14.24 kmpl,2755 CC,7.0,White,6 Speed,RWD,Hyderabad
0,Diesel,Sedan,"83,000",Manual,1,1st Owner,Skoda,Skoda Rapid,2017,₹ 8.25 Lakh,Third Party insurance,"83,000 Kms",21.13 kmpl,1498 CC,5.0,White,5 Speed,FWD,Hyderabad
0,Diesel,Hatchback,"80,000",Manual,1,1st Owner,Maruti,Maruti Ritz,2012,₹ 3.75 Lakh,Third Party insurance,"80,000 Kms",23.2 kmpl,1248 CC,5.0,Blue,5 Speed,FWD,Hyderabad
0,Diesel,Hatchback,"94,514",Manual,3,3rd Owner,Maruti,Maruti Swift,2011,₹ 3.23 Lakh,Third Party insurance,"94,514 Kms",22.9 kmpl,1248 CC,5.0,Black,5 Speed,FWD,Hyderabad
0,Petrol,Sedan,"67,037",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2015,₹ 4.87 Lakh,Third Party insurance,"67,037 Kms",22.41 kmpl,1197 CC,5.0,Silver,5 Speed,,Hyderabad
0,Diesel,SUV,"1,20,000",Manual,1,1st Owner,Mahindra,Mahindra Scorpio,2004,₹ 2.90 Lakh,Third Party insurance,"1,20,000 Kms",10.5 kmpl,2179 CC,8.0,Red,5 Speed,2WD,Hyderabad
0,Petrol,Hatchback,"35,540",Manual,2,2nd Owner,Toyota,Toyota Glanza,2019,₹ 7.09 Lakh,Comprehensive,"35,540 Kms",22.35 kmpl,1197 CC,5.0,White,5-Speed,,Hyderabad
0,Diesel,SUV,"47,627",Manual,1,1st Owner,Renault,Renault Captur,2019,₹ 9.83 Lakh,Comprehensive,"47,627 Kms",20.37 kmpl,1461 CC,5.0,Orange,6 Speed,,Hyderabad
0,Petrol,Sedan,"98,000",Automatic,1,1st Owner,Toyota,Toyota Corolla Altis,2009,₹ 4.50 Lakh,Third Party insurance,"98,000 Kms",14.53 kmpl,1794 CC,5.0,White,7 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"55,943",Manual,1,1st Owner,Hyundai,Hyundai i20,2018,₹ 6.72 Lakh,Third Party insurance,"55,943 Kms",18.6 kmpl,1197 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Diesel,SUV,"71,000",Automatic,1,1st Owner,Hyundai,Hyundai Creta,2018,₹ 13.50 Lakh,Third Party insurance,"71,000 Kms",17.01 kmpl,1582 CC,5.0,White,6 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"1,17,924",Automatic,1,1st Owner,Maruti,Maruti Celerio,2018,₹ 4.57 Lakh,Third Party insurance,"1,17,924 Kms",23.1 kmpl,998 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"92,195",Manual,1,1st Owner,Maruti,Maruti Wagon R,2013,₹ 3.11 Lakh,Comprehensive,"92,195 Kms",18.9 kmpl,998 CC,5.0,White,5 Speed,FWD,Hyderabad
0,Petrol,Sedan,"40,000",Automatic,3,3rd Owner,Hyundai,Hyundai Sonata,2003,₹ 1.50 Lakh,Third Party insurance,"40,000 Kms",11 kmpl,2359 CC,5.0,Silver,4 Speed,,Hyderabad
0,Petrol,Hatchback,"49,009",Automatic,1,1st Owner,Maruti,Maruti Swift,2018,₹ 6.23 Lakh,Comprehensive,"49,009 Kms",22.56 kmpl,1197 CC,5.0,Blue,5-Speed,,Hyderabad
0,Petrol,SUV,"31,650",Automatic,1,1st Owner,Kia,Kia Sonet,2020,₹ 10.90 Lakh,Comprehensive,"31,650 Kms",18.3 kmpl,998 CC,5.0,Black,7 Speed DCT,FWD,Hyderabad
0,Petrol,MUV,"20,000",Manual,1,1st Owner,Kia,Kia Carens,2022,₹ 16 Lakh,Third Party insurance,"20,000 Kms",16.2 kmpl,1353 CC,7.0,White,6-Speed,2WD,Hyderabad
0,Petrol,Hatchback,"70,000",Manual,1,1st Owner,Hyundai,Hyundai i10,2009,₹ 2 Lakh,Third Party insurance,"70,000 Kms",20.36 kmpl,1197 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Diesel,Sedan,"39,000",Automatic,1,1st Owner,Hyundai,Hyundai Verna,2018,₹ 9.25 Lakh,Comprehensive,"39,000 Kms",18 kmpl,1582 CC,5.0,Black,6 Speed,,Hyderabad
0,Petrol,SUV,"10,000",Automatic,1,1st Owner,Mahindra,Mahindra XUV300,2022,₹ 11.50 Lakh,Third Party insurance,"10,000 Kms",16.5 kmpl,1197 CC,5.0,Others,6 Speed,,Hyderabad
0,Diesel,SUV,"93,615",Automatic,1,1st Owner,Hyundai,Hyundai Creta,2018,₹ 11.50 Lakh,Comprehensive,"93,615 Kms",17.01 kmpl,1582 CC,5.0,White,6 Speed,FWD,Hyderabad
0,Petrol,MUV,"6,400",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,2022,₹ 25.50 Lakh,Third Party insurance,"6,400 Kms",8 kmpl,2694 CC,7.0,White,5 Speed,RWD,Hyderabad
0,Petrol,Sedan,"16,727",Manual,2,2nd Owner,Maruti,Maruti Ciaz,2022,₹ 8.95 Lakh,Comprehensive,"16,727 Kms",20.65 kmpl,1462 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Petrol,SUV,"63,334",Manual,3,3rd Owner,Hyundai,Hyundai Creta,2019,₹ 10.09 Lakh,Third Party insurance,"63,334 Kms",15.8 kmpl,1591 CC,5.0,Red,6 Speed,FWD,Hyderabad
0,Petrol,SUV,"14,000",Manual,1,1st Owner,Nissan,Nissan Magnite,2021,₹ 10.50 Lakh,Comprehensive,"14,000 Kms",20 kmpl,999 CC,5.0,Red,5 Speed,,Hyderabad
0,Petrol,Hatchback,"96,540",Manual,1,1st Owner,Maruti,Maruti Ignis,2018,₹ 4.41 Lakh,Third Party insurance,"96,540 Kms",20.89 kmpl,1197 CC,5.0,Blue,5 Speed,FWD,Hyderabad
0,Petrol,Sedan,"92,585",Automatic,1,1st Owner,Toyota,Toyota Yaris,2018,₹ 7.59 Lakh,Third Party insurance,"92,585 Kms",17.8 kmpl,1496 CC,5.0,White,7 Speed CVT,FWD,Hyderabad
0,Petrol,SUV,"53,861",Manual,1,1st Owner,Ford,Ford Ecosport,2014,₹ 4.25 Lakh,Third Party insurance,"53,861 Kms",15.8 kmpl,1499 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"65,761",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2012,₹ 3.06 Lakh,Third Party insurance,"65,761 Kms",18.9 kmpl,998 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Diesel,Sedan,"67,000",Manual,2,2nd Owner,Volkswagen,Volkswagen Vento,2015,₹ 6 Lakh,Third Party insurance,"67,000 Kms",22.27 kmpl,1498 CC,5.0,Golden,5 Speed,FWD,Hyderabad
0,Diesel,SUV,"1,22,100",Manual,2,2nd Owner,Jeep,Jeep Compass,2018,₹ 13.85 Lakh,Third Party,"1,22,100 Kms",17.1 kmpl,1956 CC,5.0,Silver,6 Speed,4X2,Hyderabad
0,Diesel,Sedan,"53,873",Automatic,1,1st Owner,Maruti,Maruti Swift Dzire,2017,₹ 7.36 Lakh,Comprehensive,"53,873 Kms",28.4 kmpl,1248 CC,5.0,Brown,5 Speed,FWD,Hyderabad
0,Diesel,SUV,"60,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2019,₹ 8.40 Lakh,Third Party insurance,"60,000 Kms",24.3 kmpl,1248 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Diesel,Hatchback,"89,197",Manual,2,2nd Owner,Maruti,Maruti Swift,2013,₹ 4.26 Lakh,Third Party insurance,"89,197 Kms",22.9 kmpl,1248 CC,5.0,Red,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Datsun,Datsun RediGO,2020,₹ 3.05 Lakh,Third Party insurance,"30,000 Kms",22.7 kmpl,799 CC,5.0,Others,5-Speed,2WD,Hyderabad
0,Petrol,Hatchback,"70,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2018,₹ 6.29 Lakh,Third Party insurance,"70,000 Kms",18.6 kmpl,1197 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"28,700",Automatic,1,1st Owner,Maruti,Maruti Baleno,2021,₹ 8.69 Lakh,Third Party,"28,700 Kms",19.56 kmpl,1197 CC,5.0,Grey,CVT,FWD,Hyderabad
0,Petrol,Sedan,"20,000",Automatic,2,2nd Owner,Volkswagen,Volkswagen Virtus,2022,₹ 18.50 Lakh,Third Party insurance,"20,000 Kms",18.12 kmpl,999 CC,5.0,White,6-Speed,,Hyderabad
0,Petrol,Hatchback,"91,629",Manual,1,1st Owner,Hyundai,Hyundai i10,2012,₹ 3 Lakh,Comprehensive,"91,629 Kms",20.36 kmpl,1197 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Diesel,Hatchback,"30,000",Manual,1,1st Owner,Ford,Ford Freestyle,2021,₹ 8.50 Lakh,Third Party insurance,"30,000 Kms",23.8 kmpl,1499 CC,5.0,White,5-Speed,FWD,Hyderabad
0,Petrol,Hatchback,"7,058",Manual,1,1st Owner,Maruti,Maruti Baleno,2022,₹ 8.70 Lakh,Not Available,"7,058 Kms",21.01 kmpl,1197 CC,5.0,Nexa Blue,5 Speed,FWD,Hyderabad
0,Diesel,Sedan,"86,500",Automatic,1,1st Owner,Maruti,Maruti Swift Dzire,2017,₹ 7.75 Lakh,Third Party insurance,"86,500 Kms",28.4 kmpl,1248 CC,5.0,White,5 Speed,FWD,Hyderabad
0,Petrol,Sedan,"76,438",Manual,2,2nd Owner,Honda,Honda Amaze,2015,₹ 4.16 Lakh,Third Party,"76,438 Kms",18 kmpl,1198 CC,5.0,Brown,5 Speed,FWD,Hyderabad
0,Petrol,SUV,"24,489",Manual,2,2nd Owner,Hyundai,Hyundai Creta,2017,₹ 10.25 Lakh,Zero Dep,"24,489 Kms",13 kmpl,1591 CC,5.0,Black,6 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"20,000",Automatic,1,1st Owner,Maruti,Maruti Swift,2022,₹ 7.90 Lakh,Third Party insurance,"20,000 Kms",22.56 kmpl,1197 CC,5.0,Others,5-Speed,,Hyderabad
0,Diesel,Sedan,"1,10,600",Manual,1,1st Owner,Hyundai,Hyundai Verna,2017,₹ 8.55 Lakh,Comprehensive,"1,10,600 Kms",23.9 kmpl,1582 CC,5.0,Silver,6 Speed ,FWD,Hyderabad
0,Petrol,Hatchback,"63,840",Manual,2,2nd Owner,Maruti,Maruti Baleno,2019,₹ 6.49 Lakh,Third Party insurance,"63,840 Kms",21.4 kmpl,1197 CC,5.0,Blue,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"74,000",Manual,1,1st Owner,Hyundai,Hyundai i10,2009,₹ 2.30 Lakh,Third Party insurance,"74,000 Kms",20.36 kmpl,1197 CC,5.0,Red,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"21,314",Manual,1,1st Owner,Tata,Tata Tiago,2021,₹ 5.99 Lakh,Zero Dep,"21,314 Kms",19.01 kmpl,1199 CC,5.0,Silver,5-Speed,,Hyderabad
0,Diesel,Sedan,"40,007",Automatic,1,1st Owner,Hyundai,Hyundai Verna,2017,₹ 9 Lakh,Comprehensive,"40,007 Kms",18 kmpl,1582 CC,5.0,White,6 Speed,,Hyderabad
0,Diesel,Sedan,"89,997",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2015,₹ 6.22 Lakh,Third Party insurance,"89,997 Kms",26.59 kmpl,1248 CC,5.0,Red,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"64,736",Manual,1,1st Owner,Honda,Honda Brio,2014,₹ 3.62 Lakh,Comprehensive,"64,736 Kms",19.4 kmpl,1198 CC,5.0,White,5 Speed,FWD,Hyderabad
0,Diesel,SUV,"1,05,000",Automatic,1,1st Owner,Audi,Audi Q3,2013,₹ 12.95 Lakh,Third Party insurance,"1,05,000 Kms",15.73 kmpl,1968 CC,5.0,White,7-Speed S-Tronic ,AWD,Hyderabad
0,Petrol,SUV,"40,687",Manual,1,1st Owner,Maruti,Maruti SX4 S Cross,2020,₹ 9.64 Lakh,Comprehensive,"40,687 Kms",18.55 kmpl,1462 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Petrol,Sedan,"33,000",Automatic,2,2nd Owner,Ford,Ford Fiesta,2012,₹ 3.95 Lakh,Third Party insurance,"33,000 Kms",16.97 kmpl,1499 CC,5.0,Blue,6 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"57,000",Automatic,1,1st Owner,Maruti,Maruti Celerio,2016,₹ 4.60 Lakh,Third Party insurance,"57,000 Kms",23.1 kmpl,998 CC,5.0,Silver,5 Speed ,FWD,Hyderabad
0,Diesel,MUV,"1,20,000",Manual,2,2nd Owner,Toyota,Toyota Innova,2006,₹ 4 Lakh,Third Party insurance,"1,20,000 Kms",12.8 kmpl,2494 CC,8.0,Others,5 Speed,,Hyderabad
0,Diesel,SUV,"88,000",Manual,1,1st Owner,Kia,Kia Seltos,2019,₹ 13.25 Lakh,Third Party insurance,"88,000 Kms",20.8 kmpl,1493 CC,5.0,Blue,6-Speed,FWD,Hyderabad
0,Petrol,Hatchback,"80,000",Manual,3,3rd Owner,Hyundai,Hyundai i10,2009,₹ 2.15 Lakh,Third Party insurance,"80,000 Kms",20.36 kmpl,1197 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Petrol,SUV,"49,500",Manual,1,1st Owner,Hyundai,Hyundai Venue,2020,₹ 10.50 Lakh,Third Party insurance,"49,500 Kms",18 kmpl,998 CC,5.0,Red,6-Speed IMT,FWD,Hyderabad
0,Petrol,Hatchback,"15,985",Manual,1,1st Owner,Renault,Renault KWID,2020,₹ 4.65 Lakh,Third Party insurance,"15,985 Kms",21.46 kmpl,999 CC,5.0,Brown,5 Speed,,Hyderabad
0,Petrol,Sedan,"85,871",Manual,2,2nd Owner,Honda,Honda City,2015,₹ 5.74 Lakh,Comprehensive,"85,871 Kms",17.4 kmpl,1497 CC,5.0,Red,5 Speed ,FWD,Hyderabad
0,Petrol,Hatchback,"73,665",Manual,1,1st Owner,Hyundai,Hyundai i10,2012,₹ 2.95 Lakh,Third Party insurance,"73,665 Kms",20.36 kmpl,1197 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Petrol,SUV,"31,614",Automatic,1,1st Owner,Land Rover,Land Rover Range Rover,2020,₹ 2.60 Crore,Comprehensive,"31,614 Kms",13.33 kmpl,2995 CC,5.0,Black,8 Speed,4WD,Hyderabad
0,Petrol,Sedan,"70,380",Manual,1,1st Owner,Tata,Tata Tigor,2021,₹ 7.07 Lakh,Comprehensive,"70,380 Kms",19.28 kmpl,1199 CC,5.0,Blue,5-Speed,,Hyderabad
0,Petrol,Hatchback,"73,202",Manual,1,1st Owner,Hyundai,Hyundai i20,2016,₹ 6.05 Lakh,Third Party insurance,"73,202 Kms",18.6 kmpl,1197 CC,5.0,Red,5 Speed,FWD,Hyderabad
0,Petrol,Sedan,"80,000",Automatic,1,1st Owner,Honda,Honda Amaze,2016,₹ 5.65 Lakh,Third Party insurance,"80,000 Kms",18.3 kmpl,1199 CC,5.0,Goldan BRWOON,CVT,FWD,Hyderabad
0,Diesel,Hatchback,"58,006",Manual,1,1st Owner,Maruti,Maruti Swift,2017,₹ 6.08 Lakh,Comprehensive,"58,006 Kms",25.2 kmpl,1248 CC,5.0,White,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"64,000",Automatic,1,1st Owner,Maruti,Maruti Swift,2019,₹ 7.25 Lakh,Third Party insurance,"64,000 Kms",21.21 kmpl,1197 CC,5.0,m grey,5,FWD,Hyderabad
0,Petrol,Hatchback,"50,670",Manual,2,2nd Owner,Honda,Honda Brio,2014,₹ 3.69 Lakh,Third Party insurance,"50,670 Kms",19.4 kmpl,1198 CC,5.0,White,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"41,058",Automatic,2,2nd Owner,Hyundai,Hyundai Santro,2020,₹ 5.08 Lakh,Third Party insurance,"41,058 Kms",20.3 kmpl,1086 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Diesel,SUV,"1,20,000",Manual,1,1st Owner,Renault,Renault Duster,2013,₹ 3.60 Lakh,Third Party insurance,"1,20,000 Kms",20.45 kmpl,1461 CC,5.0,White,5 speed,FWD,Hyderabad
0,Petrol,Hatchback,"56,367",Manual,2,2nd Owner,Maruti,Maruti Wagon R Stingray,2014,₹ 3.99 Lakh,Third Party insurance,"56,367 Kms",20.51 kmpl,998 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Petrol,SUV,"41,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,2019,₹ 9.20 Lakh,Third Party insurance,"41,000 Kms",18.27 kmpl,998 CC,5.0,Grey,6-Speed,FWD,Hyderabad
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2019,₹ 7.40 Lakh,Third Party insurance,"40,000 Kms",18.6 kmpl,1197 CC,5.0,Blue,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"16,000",Automatic,1,1st Owner,Hyundai,Hyundai Grand i10,2016,₹ 6.25 Lakh,Third Party insurance,"16,000 Kms",18.9 kmpl,1197 CC,5.0,Maroon,4 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"69,900",Automatic,1,1st Owner,Maruti,Maruti Celerio,2016,₹ 4.50 Lakh,Third Party insurance,"69,900 Kms",23.1 kmpl,998 CC,5.0,Silver,5 Speed ,FWD,Hyderabad
0,Petrol,Sedan,"1,20,000",Manual,1,1st Owner,Honda,Honda City,2016,₹ 6.50 Lakh,Third Party insurance,"1,20,000 Kms",17.8 kmpl,1497 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"95,000",Manual,1,1st Owner,Tata,Tata Tiago,2016,₹ 4.50 Lakh,Third Party insurance,"95,000 Kms",23.84 kmpl,1199 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Diesel,Sedan,"35,000",Automatic,1,1st Owner,Audi,Audi A3,2018,₹ 24.45 Lakh,Comprehensive,"35,000 Kms",20.38 kmpl,1968 CC,5.0,Black,6 Speed,FWD,Hyderabad
0,Petrol,Sedan,"66,000",Automatic,1,1st Owner,Honda,Honda City,2014,₹ 6.75 Lakh,Third Party insurance,"66,000 Kms",18 kmpl,1497 CC,5.0,White,5 Speed CVT,FWD,Hyderabad
0,Diesel,Sedan,"67,905",Manual,1,1st Owner,Maruti,Maruti Ciaz,2016,₹ 6.52 Lakh,Zero Dep,"67,905 Kms",28.09 kmpl,1248 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"19,348",Manual,1,1st Owner,Hyundai,Hyundai Santro,2019,₹ 4.96 Lakh,Third Party insurance,"19,348 Kms",20.3 kmpl,1086 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Petrol,Sedan,"35,000",Manual,1,1st Owner,Honda,Honda Amaze,2017,₹ 6.50 Lakh,Third Party insurance,"35,000 Kms",17.8 kmpl,1198 CC,5.0,Brown,5 Speed,FWD,Hyderabad
0,Petrol,Sedan,"30,811",Manual,1,1st Owner,Hyundai,Hyundai Verna,2017,₹ 7.89 Lakh,Comprehensive,"30,811 Kms",17.01 kmpl,1591 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"73,227",Manual,2,2nd Owner,Maruti,Maruti Celerio X,2019,₹ 4.58 Lakh,Zero Dep,"73,227 Kms",21.63 kmpl,998 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Diesel,Sedan,"80,000",Manual,2,2nd Owner,Tata,Tata Manza,2010,₹ 2 Lakh,Third Party insurance,"80,000 Kms",19 kmpl,1248 CC,5.0,White,5 Speed,,Hyderabad
0,Petrol,Hatchback,"90,184",Manual,1,1st Owner,Honda,Honda Brio,2012,₹ 3.11 Lakh,Third Party,"90,184 Kms",19.4 kmpl,1198 CC,5.0,White,5 Speed,FWD,Hyderabad
0,Petrol,SUV,"30,000",Manual,1,1st Owner,Maruti,Maruti SX4 S Cross,2021,₹ 10 Lakh,Third Party insurance,"30,000 Kms",18.55 kmpl,1462 CC,5.0,Blue,5 Speed,FWD,Hyderabad
0,Petrol,Sedan,"66,039",Manual,1,1st Owner,Hyundai,Hyundai Verna,2016,₹ 6.13 Lakh,Third Party,"66,039 Kms",17.01 kmpl,1591 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Diesel,Sedan,"1,20,000",Manual,2,2nd Owner,Hyundai,Hyundai Xcent,2017,₹ 3.90 Lakh,Third Party insurance,"1,20,000 Kms",25.4 kmpl,1186 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Petrol,Sedan,"89,205",Manual,2,2nd Owner,Honda,Honda City,2013,₹ 5.17 Lakh,Comprehensive,"89,205 Kms",16.8 kmpl,1497 CC,5.0,Silver,5 Speed,FWD,Hyderabad
