it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Engine,Seats.1,Color,Gear Box,Drive Type,City
0,Petrol,SUV,"50,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,2020,₹ 9.99 Lakh,Third Party insurance,"50,000 Kms",18 kmpl,998 CC,5.0,Others,6-Speed iMT,FWD,Hyderabad
0,Petrol,Hatchback,"80,000",Automatic,1,1st Owner,Maruti,Maruti Baleno,2018,₹ 7.40 Lakh,Third Party insurance,"80,000 Kms",21.4 kmpl,1197 CC,5.0,Others,CVT,FWD,Hyderabad
0,Diesel,SUV,"29,000",Manual,1,1st Owner,MG,MG Hector,2020,₹ 16.50 Lakh,Third Party insurance,"29,000 Kms",17.41 kmpl,1956 CC,5.0,b red,6 Speed,FWD,Hyderabad
0,Diesel,SUV,"90,000",Automatic,1,1st Owner,BMW,BMW X1,2012,₹ 13.20 Lakh,Third Party insurance,"90,000 Kms",17.05 kmpl,1995 CC,5.0,Others,8-Speed ,RWD,Hyderabad
0,Diesel,Sedan,"1,20,000",Manual,1,1st Owner,Tata,Tata Manza,2011,₹ 2.20 Lakh,Third Party insurance,"1,20,000 Kms",21.12 kmpl,1248 CC,5.0,Red,5 Speed,FWD,Hyderabad
0,Diesel,Hatchback,"1,00,000",Manual,2,2nd Owner,Fiat,Fiat Avventura,2015,₹ 4.20 Lakh,Third Party insurance,"1,00,000 Kms",20.5 kmpl,1248 CC,5.0,White,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"56,962",Automatic,1,1st Owner,Maruti,Maruti Baleno,2017,₹ 5.50 Lakh,Not Available,"56,962 Kms",21.4 kmpl,1197 CC,5.0,Granite Grey,CVT,FWD,Hyderabad
0,Diesel,Sedan,"90,000",Automatic,1,1st Owner,Skoda,Skoda Rapid,2015,₹ 5.50 Lakh,Third Party insurance,"90,000 Kms",21.66 kmpl,1498 CC,5.0,Others,7 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"1,01,739",Manual,1,1st Owner,Volkswagen,Volkswagen Polo,2018,₹ 5.02 Lakh,Comprehensive,"1,01,739 Kms",17.74 kmpl,999 CC,5.0,White,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"69,049",Manual,1,1st Owner,Tata,Tata Tiago,2019,₹ 5.52 Lakh,Zero Dep,"69,049 Kms",23.84 kmpl,1199 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Diesel,SUV,"1,10,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2018,₹ 8.30 Lakh,Third Party insurance,"1,10,000 Kms",24.3 kmpl,1248 CC,5.0,Red,5 Speed,FWD,Hyderabad
0,Petrol,Sedan,"56,242",Manual,1,1st Owner,Honda,Honda Amaze,2017,₹ 5.79 Lakh,Zero Dep,"56,242 Kms",19.5 kmpl,1199 CC,5.0,Brown,5 Speed,FWD,Hyderabad
0,Diesel,SUV,"1,24,281",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2018,₹ 12.15 Lakh,Third Party,"1,24,281 Kms",16 kmpl,1997 CC,7.0,Grey,6 Speed,FWD,Hyderabad
0,Petrol,SUV,"38,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,2019,₹ 9.50 Lakh,Third Party insurance,"38,000 Kms",18.27 kmpl,998 CC,5.0,White,6-Speed,FWD,Hyderabad
0,Diesel,SUV,"84,249",Manual,1,1st Owner,Mahindra,Mahindra Scorpio,2018,₹ 10.21 Lakh,Third Party insurance,"84,249 Kms",,2179 CC,7.0,Red,6 Speed,,Hyderabad
0,Diesel,Sedan,"45,000",Automatic,1,1st Owner,BMW,BMW 3 Series,2018,₹ 25.95 Lakh,Third Party,"45,000 Kms",22.69 kmpl,1995 CC,5.0,White,8 Speed,RWD,Hyderabad
0,Petrol,Sedan,"1,22,117",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2013,₹ 4.21 Lakh,Comprehensive,"1,22,117 Kms",22.41 kmpl,1197 CC,5.0,White,5 Speed,,Hyderabad
0,Diesel,SUV,"1,08,632",Manual,1,1st Owner,Ford,Ford Ecosport,2019,₹ 8.70 Lakh,Comprehensive,"1,08,632 Kms",23 kmpl,1498 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Diesel,Sedan,"10,700",Automatic,1,1st Owner,BMW,BMW 5 Series,2017,₹ 45 Lakh,Third Party insurance,"10,700 Kms",18.12 kmpl,1995 CC,5.0,White,8 Speed,RWD,Hyderabad
0,Diesel,SUV,"1,16,988",Manual,1,1st Owner,Ford,Ford Ecosport,2017,₹ 6.77 Lakh,Third Party,"1,16,988 Kms",22.77 kmpl,1498 CC,5.0,Black,5 Speed,FWD,Hyderabad
0,Petrol,Sedan,"60,000",Automatic,1,1st Owner,Honda,Honda City,2014,₹ 7.25 Lakh,Third Party insurance,"60,000 Kms",18 kmpl,1497 CC,5.0,urban titanim,5 Speed CVT,FWD,Hyderabad
0,Diesel,Sedan,"1,20,000",Manual,1,1st Owner,Honda,Honda Amaze,2018,₹ 6.50 Lakh,Third Party insurance,"1,20,000 Kms",25.8 kmpl,1498 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Diesel,SUV,"92,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,2016,₹ 9.80 Lakh,Third Party insurance,"92,000 Kms",19.67 kmpl,1582 CC,5.0,Red,6 Speed,FWD,Hyderabad
0,Diesel,MUV,"80,000",Manual,1,1st Owner,Mahindra,Mahindra Marazzo,2019,₹ 11 Lakh,Third Party insurance,"80,000 Kms",17.3 kmpl,1497 CC,7.0,Others,6 Speed,FWD,Hyderabad
0,Cng,Sedan,"90,000",Manual,2,2nd Owner,Toyota,Toyota Corolla Altis,2009,₹ 2.90 Lakh,Third Party insurance,"90,000 Kms",14.53 kmpl,1798 CC,5.0,Silver,6 Speed,FWD,Hyderabad
0,Diesel,Hatchback,"1,10,000",Manual,2,2nd Owner,Skoda,Skoda Fabia,2014,₹ 3.50 Lakh,Third Party insurance,"1,10,000 Kms",20.86 kmpl,1199 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"70,000",Manual,1,1st Owner,Nissan,Nissan Micra,2011,₹ 2.90 Lakh,Third Party insurance,"70,000 Kms",18.06 kmpl,1198 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Diesel,Hatchback,"72,761",Manual,1,1st Owner,Tata,Tata Tiago,2018,₹ 5.90 Lakh,Third Party insurance,"72,761 Kms",27.28 kmpl,1047 CC,5.0,Orange,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"72,473",Manual,1,1st Owner,Hyundai,Hyundai i10,2013,₹ 2.99 Lakh,Comprehensive,"72,473 Kms",20.36 kmpl,1197 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Petrol,SUV,"18,030",Manual,1,1st Owner,Maruti,Maruti Brezza,2022,₹ 12.52 Lakh,Third Party,"18,030 Kms",19.89 kmpl,1462 CC,5.0,Maroon,5-Speed,,Hyderabad
0,Diesel,Sedan,"63,000",Manual,1,1st Owner,Honda,Honda Amaze,2018,₹ 8.75 Lakh,Third Party insurance,"63,000 Kms",27.4 kmpl,1498 CC,5.0,g brown,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"40,404",Automatic,1,1st Owner,Honda,Honda Jazz,2016,₹ 5.50 Lakh,Third Party,"40,404 Kms",19 kmpl,1199 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Petrol,Sedan,"96,407",Automatic,1,1st Owner,Honda,Honda City,2018,₹ 9.70 Lakh,Comprehensive,"96,407 Kms",18 kmpl,1497 CC,5.0,Brown,CVT,FWD,Hyderabad
0,Petrol,Hatchback,"20,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2017,₹ 5.90 Lakh,Third Party insurance,"20,000 Kms",18.9 kmpl,1197 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Petrol,Sedan,"53,456",Manual,1,1st Owner,Honda,Honda City,2017,₹ 7.71 Lakh,Comprehensive,"53,456 Kms",17.8 kmpl,1497 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"91,603",Manual,2,2nd Owner,Maruti,Maruti Alto 800,2016,₹ 2.57 Lakh,Comprehensive,"91,603 Kms",22.05 kmpl,796 CC,5.0,White,5 Speed,,Hyderabad
0,Petrol,Hatchback,"28,246",Manual,1,1st Owner,Toyota,Toyota Glanza,2021,₹ 7.67 Lakh,Zero Dep,"28,246 Kms",22.35 kmpl,1197 CC,5.0,Red,5-Speed,,Hyderabad
0,Diesel,Sedan,"1,71,000",Manual,3,3rd Owner,Renault,Renault Scala,2013,₹ 2.60 Lakh,Third Party insurance,"1,71,000 Kms",21.64 kmpl,1461 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"30,224",Manual,1,1st Owner,Tata,Tata Tiago,2021,₹ 5.81 Lakh,Third Party,"30,224 Kms",19.01 kmpl,1199 CC,5.0,Red,5-Speed,,Hyderabad
0,Diesel,Sedan,"70,000",Manual,1,1st Owner,Honda,Honda City,2017,₹ 10.25 Lakh,Third Party insurance,"70,000 Kms",25.6 kmpl,1498 CC,5.0,Others,6 Speed,FWD,Hyderabad
0,Diesel,Hatchback,"1,20,000",Manual,3,3rd Owner,Hyundai,Hyundai i20,2013,₹ 4 Lakh,Third Party insurance,"1,20,000 Kms",21.27 kmpl,1396 CC,5.0,Others,6 Speed,FWD,Hyderabad
0,Diesel,SUV,"1,20,000",Manual,2,2nd Owner,Maruti,Maruti Vitara Brezza,2017,₹ 7.50 Lakh,Third Party insurance,"1,20,000 Kms",24.3 kmpl,1248 CC,5.0,Black,5 Speed,FWD,Hyderabad
0,Diesel,Sedan,"80,000",Manual,2,2nd Owner,Skoda,Skoda Rapid,2020,₹ 10 Lakh,Third Party insurance,"80,000 Kms",21.13 kmpl,1498 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Petrol,Sedan,"49,000",Automatic,1,1st Owner,Skoda,Skoda Octavia,2019,₹ 21.50 Lakh,Third Party insurance,"49,000 Kms",15.1 kmpl,1798 CC,5.0,beige,7 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"70,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2019,₹ 6.60 Lakh,Third Party insurance,"70,000 Kms",18.6 kmpl,1197 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Diesel,SUV,"85,838",Manual,1,1st Owner,Ford,Ford Ecosport,2014,₹ 6.62 Lakh,Third Party insurance,"85,838 Kms",22.7 kmpl,1498 CC,5.0,White,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"68,000",Manual,1,1st Owner,Nissan,Nissan Micra Active,2016,₹ 3.95 Lakh,Third Party insurance,"68,000 Kms",19.69 kmpl,1198 CC,5.0,Blue,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"38,607",Automatic,2,2nd Owner,Maruti,Maruti Celerio,2018,₹ 5.14 Lakh,Comprehensive,"38,607 Kms",23.1 kmpl,998 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"48,934",Automatic,2,2nd Owner,Hyundai,Hyundai i20,2019,₹ 7.72 Lakh,Third Party insurance,"48,934 Kms",17.4 kmpl,1197 CC,5.0,White,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"73,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2018,₹ 6.80 Lakh,Third Party insurance,"73,000 Kms",18.6 kmpl,1197 CC,5.0,Red,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"31,933",Manual,2,2nd Owner,Maruti,Maruti Alto 800,2014,₹ 2.54 Lakh,Third Party insurance,"31,933 Kms",22.05 kmpl,796 CC,5.0,Red,5 Speed,,Hyderabad
0,Petrol,Hatchback,"54,959",Manual,1,1st Owner,Maruti,Maruti Wagon R,2013,₹ 3.11 Lakh,Third Party insurance,"54,959 Kms",18.9 kmpl,998 CC,5.0,Blue,5 Speed,FWD,Hyderabad
0,Diesel,Sedan,"49,000",Automatic,1,1st Owner,Jaguar,Jaguar XF,2014,₹ 21.50 Lakh,Third Party insurance,"49,000 Kms",14.74 kmpl,2993 CC,5.0,Blue,8 Speed,RWD,Hyderabad
0,Petrol,Sedan,"59,261",Automatic,1,1st Owner,Honda,Honda City,2017,₹ 10.15 Lakh,Zero Dep,"59,261 Kms",18 kmpl,1497 CC,5.0,Silver,5 Speed CVT,FWD,Hyderabad
0,Diesel,Sedan,"42,000",Automatic,1,1st Owner,Audi,Audi A3,2019,₹ 28.50 Lakh,Third Party insurance,"42,000 Kms",20.38 kmpl,1968 CC,5.0,White,6 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"73,889",Manual,1,1st Owner,Maruti,Maruti Swift,2014,₹ 4.61 Lakh,Comprehensive,"73,889 Kms",22.38 kmpl,1197 CC,5.0,Red,5-Speed,,Hyderabad
0,Petrol,Hatchback,"44,363",Manual,2,2nd Owner,Renault,Renault KWID,2019,₹ 3.72 Lakh,Third Party,"44,363 Kms",22.3 kmpl,799 CC,5.0,White,5 Speed,FWD,Hyderabad
0,Diesel,Sedan,"54,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz E-Class,2011,₹ 14.50 Lakh,Third Party insurance,"54,000 Kms",14.21 kmpl,2143 CC,5.0,Black,5 Speed,Rear Wheel Drive with ESP,Hyderabad
0,Petrol,Sedan,"50,151",Manual,1,1st Owner,Hyundai,Hyundai Verna,2017,₹ 8.03 Lakh,Third Party,"50,151 Kms",17.01 kmpl,1591 CC,5.0,Black,5 Speed,FWD,Hyderabad
0,Lpg,Hatchback,"1,20,000",Manual,1,1st Owner,Hyundai,Hyundai Santro Xing,2010,₹ 2.20 Lakh,Third Party insurance,"1,20,000 Kms",13.45 kmpl,1086 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Diesel,Sedan,"92,000",Automatic,1,1st Owner,Volvo,Volvo S60,2012,₹ 11.50 Lakh,Third Party insurance,"92,000 Kms",13.2 kmpl,2400 CC,5.0,Silver,6 Speed,AWD,Hyderabad
0,Diesel,Sedan,"51,000",Automatic,1,1st Owner,Jaguar,Jaguar XF,2017,₹ 29.95 Lakh,Comprehensive,"51,000 Kms",19.33 kmpl,1999 CC,5.0,White,8 Speed,RWD,Hyderabad
0,Petrol,SUV,"70,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz GLE,2018,₹ 69.50 Lakh,Third Party insurance,"70,000 Kms",8.9 kmpl,2996 CC,5.0,Blue,9 Speed,AWD,Hyderabad
0,Petrol,SUV,"72,253",Manual,1,1st Owner,Hyundai,Hyundai Venue,2019,₹ 9 Lakh,Not Available,"72,253 Kms",18.27 kmpl,998 CC,5.0,Blue,6-Speed,FWD,Hyderabad
0,Diesel,SUV,"51,757",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2015,₹ 14 Lakh,Not Available,"51,757 Kms",16 kmpl,2179 CC,7.0,Purple,6 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"46,000",Manual,1,1st Owner,Chevrolet,Chevrolet Beat,2012,₹ 2.95 Lakh,Third Party insurance,"46,000 Kms",18.6 kmpl,1199 CC,5.0,Grey,5 Speed,FWD,Hyderabad
0,Diesel,SUV,"24,648",Manual,1,1st Owner,Tata,Tata Harrier,2022,₹ 19.65 Lakh,Third Party,"24,648 Kms",16.35 kmpl,1956 CC,5.0,White,6-Speed,,Hyderabad
0,Petrol,Hatchback,"61,201",Manual,1,1st Owner,Maruti,Maruti Wagon R,2013,₹ 3.06 Lakh,Comprehensive,"61,201 Kms",20.51 kmpl,998 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Diesel,SUV,"23,000",Manual,1,1st Owner,Tata,Tata Harrier,2021,₹ 20.15 Lakh,Third Party insurance,"23,000 Kms",16.35 kmpl,1956 CC,5.0,Red,6-Speed,,Hyderabad
0,Petrol,Hatchback,"46,563",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2016,₹ 3.66 Lakh,Third Party,"46,563 Kms",20.51 kmpl,998 CC,5.0,Red,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"41,085",Manual,1,1st Owner,Hyundai,Hyundai i20,2016,₹ 6.45 Lakh,Third Party insurance,"41,085 Kms",18.6 kmpl,1197 CC,5.0,Red,5 Speed,FWD,Hyderabad
0,Diesel,Hatchback,"90,000",Manual,1,1st Owner,Ford,Ford Figo,2010,₹ 2.99 Lakh,Third Party insurance,"90,000 Kms",20 kmpl,1399 CC,5.0,Green,5 Speed,Front Wheel Drive,Hyderabad
0,Petrol,Hatchback,"50,260",Manual,1,1st Owner,Hyundai,Hyundai i20,2013,₹ 4.23 Lakh,Comprehensive,"50,260 Kms",18.5 kmpl,1197 CC,5.0,White,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"55,000",Manual,1,1st Owner,Ford,Ford Figo,2010,₹ 2.95 Lakh,Third Party insurance,"55,000 Kms",15.6 kmpl,1196 CC,5.0,Grey,5 Speed,Front Wheel Drive,Hyderabad
0,Petrol,Hatchback,"1,07,913",Manual,2,2nd Owner,Maruti,Maruti Celerio,2014,₹ 3.28 Lakh,Third Party insurance,"1,07,913 Kms",25.24 kmpl,998 CC,5.0,Red,5-Speed,,Hyderabad
0,Petrol,Hatchback,"52,858",Manual,1,1st Owner,Maruti,Maruti Swift,2017,₹ 5.65 Lakh,Comprehensive,"52,858 Kms",22.38 kmpl,1197 CC,5.0,Silver,5-Speed,,Hyderabad
0,Diesel,Sedan,"50,000",Automatic,1,1st Owner,BMW,BMW 3 Series,2014,₹ 22.50 Lakh,Third Party insurance,"50,000 Kms",19.59 kmpl,1995 CC,5.0,Brown,8 Speed,RWD,Hyderabad
0,Petrol,Hatchback,"41,832",Manual,2,2nd Owner,Renault,Renault KWID,2016,₹ 2.99 Lakh,Comprehensive,"41,832 Kms",23.01 kmpl,999 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"61,000",Manual,1,1st Owner,Datsun,Datsun GO,2014,₹ 2.99 Lakh,Third Party insurance,"61,000 Kms",20.63 kmpl,1198 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Diesel,Sedan,"1,36,700",Automatic,1,1st Owner,Skoda,Skoda Laura,2012,₹ 4.90 Lakh,Comprehensive,"1,36,700 Kms",17 kmpl,1968 CC,5.0,Rosso Brunello,6 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"44,000",Manual,1,1st Owner,Maruti,Maruti Ritz,2011,₹ 3.40 Lakh,Third Party insurance,"44,000 Kms",18.5 kmpl,1197 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Petrol,Sedan,"40,000",Automatic,3,3rd Owner,Hyundai,Hyundai Sonata,2003,₹ 1.50 Lakh,Third Party insurance,"40,000 Kms",11 kmpl,2359 CC,5.0,Silver,4 Speed,,Hyderabad
0,Petrol,MUV,"45,430",Automatic,1,1st Owner,Renault,Renault Triber,2021,₹ 6.50 Lakh,Comprehensive,"45,430 Kms",18.2 kmpl,999 CC,7.0,White,5-Speed,FWD,Hyderabad
0,Petrol,SUV,"10,000",Automatic,1,1st Owner,Volkswagen,Volkswagen Taigun,2022,₹ 16.50 Lakh,Third Party insurance,"10,000 Kms",18.41 kmpl,999 CC,5.0,White,6-Speed,,Hyderabad
0,Petrol,SUV,"50,000",Manual,1,1st Owner,Nissan,Nissan Magnite,2021,₹ 7.50 Lakh,Third Party insurance,"50,000 Kms",18.75 kmpl,999 CC,5.0,Silver,5 Speed,,Hyderabad
0,Diesel,SUV,"89,178",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2015,₹ 7 Lakh,Comprehensive,"89,178 Kms",16 kmpl,1997 CC,7.0,Black,6 Speed ,FWD,Hyderabad
0,Petrol,Hatchback,"52,507",Manual,1,1st Owner,Maruti,Maruti Swift,2014,₹ 4.66 Lakh,Comprehensive,"52,507 Kms",22.38 kmpl,1197 CC,5.0,Blue,5-Speed,,Hyderabad
0,Petrol,Sedan,"47,495",Manual,1,1st Owner,Volkswagen,Volkswagen Ameo,2019,₹ 5.87 Lakh,Third Party insurance,"47,495 Kms",19.44 kmpl,999 CC,5.0,White,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"50,000",Manual,2,2nd Owner,Datsun,Datsun RediGO,2017,₹ 2.20 Lakh,Third Party insurance,"50,000 Kms",22.7 kmpl,799 CC,5.0,White,5-Speed,2WD,Hyderabad
0,Petrol,Hatchback,"89,899",Automatic,1,1st Owner,Maruti,Maruti Swift,2019,₹ 6.77 Lakh,Third Party insurance,"89,899 Kms",22.56 kmpl,1197 CC,5.0,Silver,5-Speed,,Hyderabad
0,Petrol,Hatchback,"39,992",Manual,2,2nd Owner,Renault,Renault KWID,2017,₹ 3.34 Lakh,Third Party insurance,"39,992 Kms",23.01 kmpl,999 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Lpg,Hatchback,"80,000",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2009,₹ 1.50 Lakh,Third Party insurance,"80,000 Kms",17.3 kmpl,1061 CC,5.0,Others,5 Speed,,Hyderabad
0,Petrol,Hatchback,"89,791",Manual,1,1st Owner,Maruti,Maruti Wagon R,2013,₹ 3.15 Lakh,Third Party,"89,791 Kms",18.9 kmpl,998 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"83,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2006,₹ 1.15 Lakh,Third Party insurance,"83,000 Kms",18.9 kmpl,998 CC,5.0,Gray,5 Speed Manual (Cable Type Gear Shift),Two Wheel Drive,Hyderabad
0,Petrol,Hatchback,"1,14,071",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2015,₹ 3.89 Lakh,Comprehensive,"1,14,071 Kms",18.9 kmpl,1197 CC,5.0,Red,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"66,445",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2015,₹ 3.47 Lakh,Comprehensive,"66,445 Kms",20.51 kmpl,998 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Petrol,SUV,"30,000",Automatic,1,1st Owner,Volkswagen,Volkswagen Taigun,2021,₹ 14.50 Lakh,Third Party insurance,"30,000 Kms",18.41 kmpl,999 CC,5.0,Others,6-Speed,,Hyderabad
0,Diesel,SUV,"96,615",Manual,1,1st Owner,Honda,Honda WR-V,2018,₹ 8 Lakh,Third Party insurance,"96,615 Kms",25.5 kmpl,1498 CC,5.0,White,6 Speed,FWD,Hyderabad
0,Diesel,SUV,"60,000",Manual,1,1st Owner,Kia,Kia Seltos,2020,₹ 15.50 Lakh,Third Party insurance,"60,000 Kms",20.8 kmpl,1493 CC,5.0,Others,6-Speed,FWD,Hyderabad
0,Diesel,Sedan,"1,20,000",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2016,₹ 3.50 Lakh,Third Party insurance,"1,20,000 Kms",23.4 kmpl,1248 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Diesel,Sedan,"90,000",Manual,2,2nd Owner,Hyundai,Hyundai Xcent,2016,₹ 3.20 Lakh,Third Party insurance,"90,000 Kms",24.4 kmpl,1120 CC,5.0,Others,5 Speed ,FWD ,Hyderabad
0,Diesel,SUV,"24,001",Manual,1,1st Owner,Jeep,Jeep Compass,2021,₹ 30 Lakh,Third Party insurance,"24,001 Kms",16.3 kmpl,1956 CC,5.0,Grey,6 Speed,4X4,Hyderabad
0,Petrol,Hatchback,"76,000",Manual,1,1st Owner,Maruti,Maruti Swift,2011,₹ 3.45 Lakh,Third Party insurance,"76,000 Kms",18.6 kmpl,1197 CC,5.0,White,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10 Nios,2022,₹ 7.50 Lakh,Third Party insurance,"30,000 Kms",20.7 kmpl,1197 CC,5.0,Others,5-Speed,,Hyderabad
0,Diesel,SUV,"37,821",Manual,1,1st Owner,Jeep,Jeep Compass,2021,₹ 30 Lakh,Third Party insurance,"37,821 Kms",16.3 kmpl,1956 CC,5.0,Grey,6 Speed,4X4,Hyderabad
0,Petrol,SUV,"42,000",Automatic,1,1st Owner,MG,MG Hector,2019,₹ 16.99 Lakh,Third Party insurance,"42,000 Kms",13.96 kmpl,1451 CC,5.0,a silver,6 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"64,685",Manual,2,2nd Owner,Maruti,Maruti Swift,2016,₹ 4.89 Lakh,Third Party,"64,685 Kms",22.38 kmpl,1197 CC,5.0,Red,5-Speed,,Hyderabad
0,Petrol,Hatchback,"71,003",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2015,₹ 3.31 Lakh,Comprehensive,"71,003 Kms",20.51 kmpl,998 CC,5.0,Blue,5 Speed,FWD,Hyderabad
0,Petrol,MUV,"10,000",Manual,1,1st Owner,Maruti,Maruti XL6,2021,₹ 12 Lakh,Third Party insurance,"10,000 Kms",19.01 kmpl,1462 CC,6.0,Others,5-Speed,FWD,Hyderabad
0,Diesel,Hatchback,"1,22,617",Manual,1,1st Owner,Hyundai,Hyundai i20,2013,₹ 4.01 Lakh,Comprehensive,"1,22,617 Kms",21.9 kmpl,1396 CC,5.0,Red,6 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"93,593",Manual,1,1st Owner,Hyundai,Hyundai i10,2015,₹ 3.47 Lakh,Third Party,"93,593 Kms",19.81 kmpl,1086 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"76,000",Manual,2,2nd Owner,Hyundai,Hyundai i20,2012,₹ 4.10 Lakh,Third Party insurance,"76,000 Kms",17 kmpl,1197 CC,5.0,Maroon,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"51,216",Manual,1,1st Owner,Hyundai,Hyundai i20,2020,₹ 7.64 Lakh,Third Party insurance,"51,216 Kms",18.6 kmpl,1197 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Petrol,SUV,"36,714",Manual,1,1st Owner,Hyundai,Hyundai Creta,2021,₹ 14 Lakh,Comprehensive,"36,714 Kms",,1497 CC,5.0,Red,6-speed,,Hyderabad
0,Diesel,Hatchback,"61,626",Manual,1,1st Owner,Tata,Tata Altroz,2021,₹ 8.31 Lakh,Third Party insurance,"61,626 Kms",23.64 kmpl,1497 CC,5.0,Red,5-Speed,,Hyderabad
0,Petrol,Hatchback,"47,741",Manual,2,2nd Owner,Maruti,Maruti Baleno,2016,₹ 5.35 Lakh,Comprehensive,"47,741 Kms",21.4 kmpl,1197 CC,5.0,Silver,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"63,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2014,₹ 4.65 Lakh,Third Party insurance,"63,000 Kms",18.9 kmpl,1197 CC,5.0,Orange,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"60,894",Manual,1,1st Owner,Renault,Renault KWID,2020,₹ 4.15 Lakh,Zero Dep,"60,894 Kms",21.74 kmpl,999 CC,5.0,Red,5 Speed,FWD,Hyderabad
0,Petrol,Sedan,"70,000",Manual,2,2nd Owner,Honda,Honda City,2008,₹ 2.30 Lakh,Third Party insurance,"70,000 Kms",16.9 kmpl,1497 CC,5.0,Others,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"51,000",Manual,1,1st Owner,Hyundai,Hyundai i10,2012,₹ 3.20 Lakh,Third Party insurance,"51,000 Kms",19.81 kmpl,1086 CC,5.0,Grey,5 Speed,FWD,Hyderabad
0,Petrol,Hatchback,"1,10,000",Manual,1,1st Owner,Tata,Tata Tiago,2016,₹ 4 Lakh,Third Party insurance,"1,10,000 Kms",23.84 kmpl,1199 CC,5.0,Others,5 Speed,FWD,Hyderabad
