it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,Ownership,Engine Displacement,Transmission,Year of Manufacture,RTO,Mileage,Engine,Max Power,Torque,Wheel Size,Seats,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Fuel Suppy System,Turbo Charger,Value Configuration,Super Charger,BoreX Stroke,Compression Ratio,Length,Width,Height,Wheel Base,Kerb Weight,Gross Weight,Front Tread,Rear Tread,Ground Clearance Unladen,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,Alloy Wheel Size,No Door Numbers,Gear Box,Drive Type,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Turning Radius,Top Speed,Acceleration,City
0,Petrol,Hatchback,"62,526",Manual,1,1st Owner,Honda,Honda Jazz,2016,1341,1.2 VX i VTEC,₹ 4.86 Lakh,₹ 5.37 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2016,Zero Dep,Petrol,5 Seats,"62,526 Kms",First Owner,1199 cc,Manual,2016,HR29,18.7 kmpl,1199 CC,88.7bhp,110Nm,15,5,Silver,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,PGM - Fi,No,SOHC,No,,,3955mm,1694mm,1544mm,2530mm,1042kg,,,,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,5,354-litres,5.1 meters,172 Kmph,13.7 Seconds,Delhi
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Swift,2018,6324,VXI 2018,₹ 4.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2018,Third Party insurance,Petrol,5 Seats,"40,000 Kms",First Owner,1197 cc,Manual,2018,DL9C,22 kmpl,1197 CC,81.80bhp,113Nm,,5,White,VTVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFi,No,,No,73 x 72 mm,,3840mm,1735mm,1530mm,2450mm,860Kg,1315kg,1530mm,1530mm,,,,,,,,,,,,,,5,,5,Power,Disc,Drum,Tubeless,,5,268,4.8 Meters,,,Delhi
0,Diesel,SUV,"35,331",Manual,1,1st Owner,Renault,Renault Duster,2019,7021,RXZ 110PS BSIV,₹ 9.89 Lakh,₹ 10.09 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2019,Zero Dep,Diesel,5 Seats,"35,331 Kms",First Owner,1461 cc,Manual,2019,DL10,19.87 kmpl,1461 CC,108.5bhp,245Nm,16,5,Brown,,1461,108.5bhp@4000rpm,245Nm@1750rpm,4.0,4.0,Common Rail Direct Injection (dCi),No,DOHC,No,,,4360,1822,1695,2673,1375,,1560,1567,205,,,,,,,,,,,,,6-Speed,FWD,5,Power,Disc,Drum,Radial,16,5,475,5.2m,,,Delhi
0,Diesel,SUV,"40,000",Automatic,1,1st Owner,Land Rover,Land Rover Discovery Sport,2020,7866,R-Dynamic SE Diesel,₹ 55.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2020,Comprehensive,Diesel,7 Seats,"40,000 Kms",First Owner,1999 cc,Automatic,2020,HP01,,1999 CC,245.40bhp,430Nm,18,7,White,Diesel Engine,1999,245.40bhp@5500rpm,430Nm@1750-2500,4.0,4.0,CRDi,Yes,DOHC,,,,4600mm,2173mm,1724mm,2741mm,1866Kg,2490Kg,1621mm,1630mm,,,,,,,,,,,,,,9 Speed,4WD,7,Power,Ventilated Disc,Ventilated Disc,Tubeless Tyres,18,5,740litres,5.8 metres,,,Delhi
0,Petrol,SUV,"10,000",Automatic,1,1st Owner,Audi,Audi Q3 Sportback,2023,10568,40TFSI Quattro,₹ 51 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2023,Third Party insurance,Petrol,5 Seats,"10,000 Kms",First Owner,1984 cc,Automatic,2023,UP16,,1984 CC,187.74bhp,320Nm,18,5,Gray,,1984,187.74bhp@4200-6000rpm,320Nm@1500-4100rpm,4.0,4.0,,,,,,,4518mm,2022mm,1558mm,2680mm,1595,,,,,,,,,,,,,,,,,7-Speed,AWD,5,Electric,,,"Tubeless,Radial",18,5,,,220kmph,7.3 Sec,Delhi
0,Petrol,Hatchback,"14,893",Manual,1,1st Owner,Hyundai,Hyundai Santro,2019,6668,Asta BSIV,₹ 5.26 Lakh,₹ 5.80 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2020,Zero Dep,Petrol,5 Seats,"14,893 Kms",First Owner,1086 cc,Manual,2019,HR26,20.3 kmpl,1086 CC,68bhp,99Nm,,5,Others,1.1 litre Petrol Engine,1086,68bhp@5500rpm,99Nm@4500 rpm,4.0,3.0,MPFI,No,DOHC,No,,,3610 mm,1645 mm,1560 mm,2400 mm,990,,1463 mm,1481 mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,5,235,,,,Delhi
0,Petrol,Hatchback,"1,10,000",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2011,4349,LXI BS IV,₹ 1.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2011,Third Party insurance,Petrol,5 Seats,"1,10,000 Kms",Second Owner,998 cc,Manual,2011,DL12,18.9 kmpl,998 CC,67.1bhp,90Nm,13,5,Silver,K Series Petrol Engine,998,67.1bhp@6200rpm,90Nm@3500rpm,3.0,4.0,MPFI,No,,No,,,3595mm,1475mm,1700mm,2400mm,870kg,1350kg,1295mm,1290mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",13,4,,4.6metres,,,Delhi
0,Diesel,Sedan,"7,900",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz S-Class,2021,6284,S 350 d,₹ 1.55 Crore,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2023,Comprehensive,Diesel,5 Seats,"7,900 Kms",First Owner,2925 cc,Automatic,2021,CH01,13.5 kmpl,2925 CC,281.61bhp,600Nm,18,5,Black,L6 Diesel Engine,2925,281.61bhp@3400-4600rpm,600Nm@1200-3200rpm,6.0,4.0,CRDI,Yes,DOHC,No,,,5255mm,,1494mm,3165mm,2045,,1624mm,,,,,,,,,,,,,,,9 Speed,RWD,5,Power,Disc,Disc,"Tubeless,Radial",18,4,,6.15 metres,250 kmph,6.0 Seconds,Delhi
0,Petrol,Hatchback,"55,215",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2016,1524,Sportz,₹ 4.34 Lakh,₹ 4.38 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2016,Zero Dep,Petrol,5 Seats,"55,215 Kms",First Owner,1197 cc,Manual,2016,UP14,18.9 kmpl,1197 CC,82bhp,114Nm,,5,Red,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,No,,,3765mm,1660mm,1520mm,2425mm,935kg,,1479mm,1493mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,256-liters,4.8 metres,165 Kmph,12.9 Seconds,Delhi
0,Petrol,Sedan,"1,00,000",Manual,1,1st Owner,Honda,Honda City,2014,1274,i VTEC S,₹ 3 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Petrol,5 Seats,"1,00,000 Kms",First Owner,1497 cc,Manual,2014,DL4C,17.4 kmpl,1497 CC,117.3bhp,145Nm,,5,Silver,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,PGM-Fi,No,SOHC,No,73.0 X 89.4 mm,10.3:1,4440mm,1695mm,1495mm,2600mm,1041kg,,1480mm,1465mm,,,,,,,,,,,,,,5 Speed ,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,4,510-litres,5.3 metres,195 Kmph,10 Seconds,Delhi
0,Diesel,Sedan,"49,930",Manual,1,1st Owner,Hyundai,Hyundai Verna,2021,7735,SX Diesel,₹ 11.03 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2021,Third Party,Diesel,5 Seats,"49,930 Kms",First Owner,1493 cc,Manual,2021,UP14,25 kmpl,1493 CC,113.45bhp,250Nm,16,5,White,1.5 l U2 CRDi diesel,1493,113.45bhp@4000rpm,250Nm@1500-2750rpm,4.0,4.0,CRDi,Yes,DOHC with VGT,,,,4440mm,1729,1475,2600,1220,,,,,,,,,,,,,,,,,6 Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",16,4,,,,,Delhi
0,Diesel,SUV,"54,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2017,4297,VDi,₹ 6.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2017,Third Party insurance,Diesel,5 Seats,"54,000 Kms",First Owner,1248 cc,Manual,2017,HR26,24.3 kmpl,1248 CC,88.5bhp,200Nm,,5,Red,DDiS 200 Diesel Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,CRDi,Yes,DOHC,No,69.6 X 82,,3995mm,1790mm,1640mm,2500mm,1180kg,1680kg,,,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",,5,328-litres,5.2 meters,172 kmph,12.36 Seconds,Delhi
0,Petrol,Sedan,"1,200",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz AMG A 35,2021,8566,4MATIC BSVI,₹ 51.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2021,Third Party,Petrol,5 Seats,"1,200 Kms",First Owner,1991 cc,Automatic,2021,DL2C,,1991 CC,301.73bhp,400Nm,R18,5,White,AMG 2.0-LITRE 4-CYLINDER ENGINE,1991,301.73bhp@5800rpm,400Nm@3000-4000rpm,4.0,4.0,,Yes,,,,,4559mm,1992mm,1411mm,2729mm,1550,,,,,,,,,,,,,,,,,AMG 7-SPEED DCT,AWD,5,Electric,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",R18,4,,,250kmph,4.8 sec,Delhi
0,Petrol,SUV,"7,000",Automatic,1,1st Owner,Audi,Audi Q2,2020,8109,Premium Plus I,₹ 27.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2020,Third Party,Petrol,5 Seats,"7,000 Kms",First Owner,1984 cc,Automatic,2020,CH01,,1984 CC,187.74bhp,320nm,17,5,Grey,2.0 L 40 TFS,1984,187.74bhp@4200-6000rpm,320nm@1500–4180rpm,4.0,4.0,,Yes,,,,,4318mm,1805mm,1548mm,2593mm,1505kg,2045kg,,,,,,,,,,,,,,,,7-speed Stronic,AWD,5,Power,Disc,Disc,,17,5,,,228kmph,6.5sec,Delhi
0,Cng,MUV,"40,000",Manual,1,1st Owner,Maruti,Maruti Ertiga,2021,7669,CNG VXI,₹ 11 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2021,Third Party insurance,CNG,7 Seats,"40,000 Kms",First Owner,1462 cc,Manual,2021,UP14,26.08 km/kg,1462 CC,91.19bhp,122Nm,,7,Others,K15B,1462,91.19bhp@6000rpm,122Nm@4400rpm,4.0,4.0,MPFI,No,DOHC,No,74 X 85 mm,10.5:1,4395 mm,1735 mm,1690 mm,2740 mm,1235,1795,1510 mm,1520 mm,,,,,,,,,,,,,,5 Speed,FWD,7,Power,Ventilated Disc,Drum,"Tubeless,Radial",,5,,5.2 metres,,,Delhi
0,Diesel,SUV,"83,000",Automatic,3,3rd Owner,Mercedes-Benz,Mercedes-Benz M-Class,2014,4663,ML 250 CDI,₹ 15.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2014,Comprehensive,Diesel,5 Seats,"83,000 Kms",Third Owner,2143 cc,Automatic,2014,HR26,15.26 kmpl,2143 CC,203.2bhp,500Nm,18,5,White,Diesel Engine,2143,203.2bhp@4200rpm,500Nm@1600-1800rpm,4.0,4.0,CRDi,Yes,DOHC,No,92.9 x 86.0 mm,,4817mm,2141mm,1762mm,2915mm,2160kg,2950kg,1648mm,1663mm,,,,,,,,,,,,,,7 Speed,AWD,5,Power,Disc,Disc,"Tubeless,Radial",18,5,690-litres,5.9 metres,210 Kmph,9 Seconds,Delhi
0,Petrol,Hatchback,"60,000",Manual,2,2nd Owner,Hyundai,Hyundai i10,2011,1578,Magna 1.2 iTech SE,₹ 1.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2011,Third Party insurance,Petrol,5 Seats,"60,000 Kms",Second Owner,1197 cc,Manual,2011,DL10,20.36 kmpl,1197 CC,78.9bhp,111.7Nm,13,5,Others,DOHC Kappa2 Engine ,1197,78.9bhp@6000rpm,111.7Nm@4000rpm,4.0,4.0,MPFI,No,DOHC ,No,71 x 75.6 mm,10.5:1 ,3585mm,1595mm,1550mm,2380mm,1100,,1400mm,1385mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,,,,Delhi
0,Cng,Sedan,"1,00,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire Tour,2018,8202,1.2 S STD CNG,₹ 3 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2018,Third Party insurance,CNG,5 Seats,"1,00,000 Kms",First Owner,1197 cc,Manual,2018,DL1Z,26.55 kmpl,1197 CC,70.40Bhp,95,,5,Others,VVT,1197,70.40Bhp@6000rpm,95@4000rpm,4.0,4.0,MPFI,No,,,73x71.5,,3995mm,1695mm,1555mm,2430mm,1045,1480,1485mm,1495mm,,,,,,,,,,,,,,5 Speed,,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",,4,,4.8,,,Delhi
0,Petrol,Hatchback,"60,000",Manual,2,2nd Owner,Hyundai,Hyundai i10,2009,1591,Magna 1.2,"₹ 85,000 ",,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2009,Third Party insurance,Petrol,5 Seats,"60,000 Kms",Second Owner,1197 cc,Manual,2009,DL2C,20.36 kmpl,1197 CC,78.9bhp,111.7Nm,13,5,Others,Petrol Engine,1197,78.9bhp@6000rpm,111.7Nm@4000rpm,4.0,4.0,MPFI,No,DOHC ,No,71 x 75.6 mm,10.5:1 ,3585mm,1595mm,1550mm,2380mm,930,,1400mm,1385mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,,,,Delhi
0,Petrol,SUV,"25,000",Automatic,1,1st Owner,Volvo,Volvo XC40,2020,7535,T4 R-Design,₹ 37.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2020,Comprehensive,Petrol,5 Seats,"25,000 Kms",First Owner,1969 cc,Automatic,2020,UP32,,1969 CC,187.40bhp,300Nm,18,5,Grey,2.0 litre petrol Engine,1969,187.40bhp,300Nm,4.0,4.0,,,undefined,,,,4425mm,2034mm,1652mm,2702mm,1640,,1601mm,1626mm,,,,,,,,,,,,,,8 Speed,FWD,5,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",18,5,460-litres,,180 Kmph,,Delhi
0,Petrol,Sedan,"67,593",Manual,1,1st Owner,Honda,Honda Amaze,2015,1168,S i-Vtech,₹ 4.22 Lakh,₹ 4.26 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2015,Third Party,Petrol,5 Seats,"67,593 Kms",First Owner,1198 cc,Manual,2015,DL3C,18 kmpl,1198 CC,86.7bhp,109Nm,,5,Brown,i-VTEC Petrol Engine,1198,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,,No,SOHC,No,,,3990mm,1680mm,1505mm,2405mm,950kg,,,,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,4,400-litres,4.5 metres,160 Kmph,15 Seconds,Delhi
0,Diesel,SUV,"50,000",Automatic,1,1st Owner,Hyundai,Hyundai Creta,2020,7700,SX Diesel AT BSVI,₹ 15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2020,Third Party insurance,Diesel,5 Seats,"50,000 Kms",First Owner,1493 cc,Automatic,2020,,18.5 kmpl,1493 CC,113.42bhp,250nm,R17,5,Others,1.5L CRDi Diesel,1493,113.42bhp@4000rpm,250nm@1500-2750rpm,4.0,4.0,CRDi,Yes,DOHC,,,,4300mm,1790mm,1635mm,2610mm,1320,,,,,,,,,,,,,,,,,6-Speed,FWD,5,Power,Disc,Disc,"Tubeless,Radial",R17,5,433,,,,Delhi
0,Petrol,Hatchback,"88,882",Manual,1,1st Owner,Maruti,Maruti Baleno,2016,3962,1.2 Delta,₹ 4.95 Lakh,₹ 5 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2016,Comprehensive,Petrol,5 Seats,"88,882 Kms",First Owner,1197 cc,Manual,2016,DL2C,21.4 kmpl,1197 CC,83.1bhp,115Nm,,5,Blue,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,No,,,3995mm,1745mm,1510mm,2520mm,870kg,1340kg,1515mm,1525mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,5,339-litres,4.9 meters,180 Kmph,12.36 seconds,Delhi
0,Petrol,Sedan,"78,986",Manual,1,1st Owner,Toyota,Toyota Corolla Altis,2016,2145,G MT,₹ 8.15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2016,Comprehensive,Petrol,5 Seats,"78,986 Kms",First Owner,1798 cc,Manual,2016,UP16,14.28 kmpl,1798 CC,138.03bhp,173Nm,15,5,White,2ZR-FE Petrol Engine,1798,138.03bhp@6400rpm,173Nm@4000rpm,4.0,4.0,EFI,No,DOHC,No,,,4620mm,1776mm,1475mm,2700mm,1190kg,1645kg,1529mm,1534mm,,,,,,,,,,,,,,6 Speed,FWD,5,Power,Ventilated Disc,Solid Disc,"Tubeless,Radial",15,4,470-litres,5.4 metres,200 Kmph,10.1 Seconds,Delhi
0,Diesel,Sedan,"1,00,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2014,4239,LDI,₹ 2.15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Diesel,5 Seats,"1,00,000 Kms",First Owner,1248 cc,Manual,2014,DL2C,23.4 kmpl,1248 CC,74bhp,190Nm,14,5,Others,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,CRDI,Yes,,No,69.6 X 82 mm,17.6:1,3995mm,1695mm,1555mm,2430mm,1050kg,1505kg,1485mm,1495mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",14,4,320 liters,4.8metres,162 kmph,14.85 Seconds,Delhi
0,Petrol,Hatchback,"24,727",Manual,2,2nd Owner,Hyundai,Hyundai i20 Active,2015,1662,1.2 S,₹ 5.02 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2015,Comprehensive,Petrol,5 Seats,"24,727 Kms",Second Owner,1197 cc,Manual,2015,HR26,17.19 kmpl,1197 CC,81.86bhp,114.73Nm,16,5,Brown,VTVT Petrol Engine,1197,81.86bhp@6000rpm,114.73Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,No,,,3995mm,1760mm,1555mm,2570mm,1020,,,,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",16,5,285-litres,5.2 metres,160 Kmph,14 Seconds,Delhi
0,Diesel,SUV,"70,000",Automatic,3,3rd Owner,Audi,Audi Q3,2014,91,2.0 TDI,₹ 8 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Diesel,5 Seats,"70,000 Kms",Third Owner,1968 cc,Automatic,2014,UP14,15.73 kmpl,1968 CC,174.33bhp,380Nm,16,5,Others,TDI Diesel Engine,1968,174.33bhp@4200rpm,380Nm@1750-2500rpm,4.0,4.0,CRDI,Yes,DOHC,No,,,4385mm,2019mm,1608mm,2603mm,1660kg,2185kg,1571mm,1575mm,,,,,,,,,,,,,,7-Speed S-Tronic ,AWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",16,5,460-litres,5.9 metres,212 Kmph, 8.2 Seconds,Delhi
0,Petrol,Sedan,"34,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz S-Class,2019,6261,Maybach S560,₹ 1.59 Crore,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2019,Comprehensive,Petrol,4 Seats,"34,000 Kms",First Owner,3982 cc,Automatic,2019,DL05,7.08 kmpl,3982 CC,469bhp,700nm,19,4,White,4.0L V8 biturbo,3982,469bhp@5250-5500rpm,700nm@2000-4000rpm,8.0,,Direct Injection,Yes,DOHC,No,,,5462 mm,2130 mm,1498 mm,3365 mm,2245Kg,2815 kg,1634 mm,1632mm,,,,,,,,,,,,,,9 Speed,AWD,4,Power,Disc,Disc,"Tubeless,Radial",19,4,500,6.45 metres,250 Kmph,5.8 sec,Delhi
0,Petrol,Hatchback,"79,328",Automatic,1,1st Owner,Honda,Honda Jazz,2017,1340,1.2 V AT i VTEC,₹ 5.65 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2017,Comprehensive,Petrol,5 Seats,"79,328 Kms",First Owner,1199 cc,Automatic,2017,UP16,19 kmpl,1199 CC,88.7bhp,110Nm,15,5,Silver,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,PGM - Fi,No,SOHC,No,,,3955mm,1694mm,1544mm,2530mm,1066kg,,,,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,5,354-litres,5.1 meters,172 Kmph,13.7 Seconds,Delhi
0,Petrol,Hatchback,"50,000",Manual,1,1st Owner,Maruti,Maruti Alto K10,2017,3946,VXI,₹ 2.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,Petrol,5 Seats,"50,000 Kms",First Owner,998 cc,Manual,2017,HR16,23.95 kmpl,998 CC,67.05bhp,90Nm,,5,Others,K Series Petrol Engine,998,67.05bhp@6000rpm,90Nm@3500rpm,3.0,4.0,MPFi,No,DOHC,No,,,3545mm,1515mm,1475mm,2360mm,779kg,1210kg,1295mm,1290mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",,5,177,4.6 metres,145 Kmph,13.3 Seconds,Delhi
0,Petrol,Hatchback,"62,113",Manual,2,2nd Owner,Maruti,Maruti Baleno,2017,3962,1.2 Delta,₹ 5.24 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2017,Third Party insurance,Petrol,5 Seats,"62,113 Kms",Second Owner,1197 cc,Manual,2017,DL12,21.4 kmpl,1197 CC,83.1bhp,115Nm,,5,Silver,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,No,,,3995mm,1745mm,1510mm,2520mm,870kg,1340kg,1515mm,1525mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,5,339-litres,4.9 meters,180 Kmph,12.36 seconds,Delhi
0,Petrol,SUV,"2,300",Manual,1,1st Owner,Hyundai,Hyundai Creta,2023,10530,SX,₹ 16.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2023,Comprehensive,Petrol,5 Seats,"2,300 Kms",First Owner,1497 cc,Manual,2023,DL3C,,1497 CC,113.18bhp,143.8Nm,17,5,Black,1.5 L MPi Petrol,1497,113.18bhp@6300rpm,143.8Nm@4500rpm,4.0,4.0,MPi,No,DOHC,,,,4300mm,1790mm,1635mm,2610mm,1430,,,,,,,,,,,,,,,,,6-speed,,5,Power,Disc,Disc,"Tubeless, Radial",17,5,,,,,Delhi
0,Petrol,Sedan,"1,20,000",Automatic,3,3rd Owner,Toyota,Toyota Corolla Altis,2013,6151,1.8 VL AT,₹ 4.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Petrol,5 Seats,"1,20,000 Kms",Third Owner,1794 cc,Automatic,2013,DL10,14.53 kmpl,1794 CC,138.1bhp,173Nm,15,5,Others,DOHC Dual VVT-i Petrol En,1794,138.1bhp@6400rpm,173Nm@4000rpm,4.0,4.0,EFI(Electronic Fuel Injection),No,DOHC,No,,,4620mm,1776mm,1475mm,2700mm,1370,,1530mm,1535mm,,,,,,,,,,,,,,7 Speed,FWD,5,Power,Ventilated Disc,Solid Disc,"Tubeless,Radial",15,4,475-litres,5.3 metres,205km/hr,10.42Seconds,Delhi
0,Diesel,Hatchback,"1,20,000",Manual,2,2nd Owner,Tata,Tata Tiago,2018,2981,1.05 Revotorq XT,₹ 3.15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2018,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",Second Owner,1047 cc,Manual,2018,HR51,27.28 kmpl,1047 CC,69bhp,140Nm,,5,Others,Revotorq Engine,1047,69bhp@4000rpm,140Nm@1800-3000rpm,3.0,4.0,CRDi,Yes,DOHC,No,75 X 79 mm,16:1,3746mm,1647mm,1535mm,2400mm,1060kg,,1400mm,1420mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,242-litres,4.9 meters,150 kmph,16.29 seconds,Delhi
